"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"Julius Randle","New York Knicks","Vet",32.4,96.8,19.6,3.5,7,1.5,0.3,0.7,2.9,16.3,6,6.4,3.8,3.1,2023-11-02
"Dejounte Murray","Atlanta Hawks","Vet",36,100,19.6,5.7,4.5,0.9,0.3,1.6,2.3,17.3,3,5.1,3.4,2,2023-11-02
"Terry Rozier","Charlotte Hornets","Vet",34.7,100,19.5,5,3.4,0.7,0.3,1.3,2.2,17.4,3.6,7.6,3.6,2.4,2023-11-02
"Darius Garland","Cleveland Cavaliers","Vet",34.9,96.8,19.3,6.5,2.3,0.4,0.3,1.3,3,16,4.7,5.3,3.3,2.6,2023-11-02
"Domantas Sabonis","Sacramento Kings","Vet",35.3,99.5,18.9,6.6,8.5,3.5,0.7,1,3.4,14,5.8,0.9,6.7,3.9,2023-11-02
"Jordan Clarkson","Utah Jazz","Vet",32.1,98.9,18.6,3.8,2.8,1.1,0.2,0.8,2.7,15.9,3.8,6.4,2.2,2.4,2023-11-02
"Jerami Grant","Portland Trail Blazers","Vet",36.2,98.3,18.6,2.4,4,0.9,1,0.9,1.9,14.7,5.7,5.7,4.1,3,2023-11-02
"Bradley Beal","Phoenix Suns","Vet",29.9,98.7,18.3,4.4,3,0.8,0.5,0.9,2.5,15.6,4.2,3.7,3.7,2.6,2023-11-02
"Khris Middleton","Milwaukee Bucks","Vet",30.5,100.6,18.2,5.2,4,1,0.2,1,2.7,14.9,4.2,5.2,2.5,2.5,2023-11-02
"Tyrese Haliburton","Indiana Pacers","Vet",31.9,99.6,18,9,2.8,0.6,0.5,1.6,2.6,13.7,3.9,6.1,3.8,1.8,2023-11-02
"RJ Barrett","New York Knicks","Vet",32.4,97.4,17.9,2.5,3.9,0.7,0.3,0.6,2.3,15.1,5.6,4.9,5.3,2.6,2023-11-02
"Bam Adebayo","Miami Heat","Vet",34.6,97,17.8,3.2,6.9,2.7,0.9,1.2,2.7,14.1,5,0.1,4.7,3.2,2023-11-02
"CJ McCollum","New Orleans Pelicans","Vet",33,97.3,17.6,4.4,3.2,0.6,0.4,0.9,2.1,15.8,3.2,5.8,2.4,2.3,2023-11-02
"Tyrese Maxey","Philadelphia 76ers","Vet",33.1,96.2,17.5,2.9,2.8,0.5,0.3,0.9,1.4,14.4,3.2,6,3.5,2.4,2023-11-02
"James Harden","Philadelphia 76ers","Vet",33.8,95.9,17.3,7.6,4.9,0.8,0.5,1.3,3.2,13.4,5.4,5.7,2.8,2.3,2023-11-02
"Norman Powell","Los Angeles Clippers","Vet",28.5,99.6,17.2,2,2.5,0.6,0.3,0.9,1.9,12.9,4.9,4.8,3.6,2.4,2023-11-02
"Jaden Ivey","Detroit Pistons","Rookie",31.4,97.9,17.1,5.5,2.7,0.9,0.2,0.9,3.4,14.9,5,5.2,3.4,3.4,2023-11-02
"Malik Monk","Sacramento Kings","Vet",28.7,100.4,16.9,4.4,3.3,0.6,0.4,0.8,2.4,13,3.9,5.8,3.2,2.2,2023-11-02
"Cade Cunningham","Detroit Pistons","Sophomore",31.8,98.6,16.9,5,4.6,0.9,0.6,1.1,2.7,15.7,3.2,4.4,3.7,3.1,2023-11-02
"Franz Wagner","Orlando Magic","Sophomore",31.8,100.6,16.6,3.1,3.6,1,0.3,1,2.2,13.5,4.2,4.1,4.1,2.6,2023-11-02
"Kyle Kuzma","Washington Wizards","Vet",29,98.1,16.3,2.6,5.1,0.8,0.5,0.6,2.3,14.6,3.2,5.9,3.1,2.3,2023-11-02
"Paolo Banchero","Orlando Magic","Rookie",29.6,99.3,16.3,3,5.4,1.3,0.5,0.8,2.6,13.4,6.8,3.2,4.1,2.4,2023-11-02
"Karl-Anthony Towns","Minnesota Timberwolves","Vet",28.1,98.6,16.2,2.8,6.1,1.6,0.8,0.7,2.2,12.2,4.5,4.2,3.1,3.3,2023-11-02
"Christian Wood","Los Angeles Lakers","Vet",28,97.5,16.2,2.2,6.2,1.7,1.1,0.7,2,11.8,4.7,4.5,3.7,3,2023-11-02
"Josh Giddey","Oklahoma City Thunder","Sophomore",31.3,99.8,16.1,5.7,5.5,1.8,0.4,0.9,2.7,14.9,2.6,3.6,4.7,2.1,2023-11-02
"Russell Westbrook","Los Angeles Clippers","Vet",29.6,99.8,15.9,6.5,4.1,1.3,0.5,1,3.3,13.9,4.1,3.5,4.6,2.4,2023-11-02
"Klay Thompson","Golden State Warriors","Vet",30.1,100.6,15.5,1.7,3.3,0.4,0.4,0.7,1.5,14,1.7,7.9,1.2,2,2023-11-02
"Cam Thomas","Brooklyn Nets","Sophomore",24,99.3,15.4,1.8,2.2,0.3,0.3,0.7,1.7,13,3.9,3.8,2,1.6,2023-11-02
"Fred VanVleet","Houston Rockets","Vet",30.9,98.1,15.3,5.7,3.3,0.4,0.5,1.5,2.1,13,3.3,7,2,2.7,2023-11-02
"Myles Turner","Indiana Pacers","Vet",27.4,99.7,15.2,1.3,5.3,1.5,2.1,0.6,1.6,11.6,4.5,3.5,3.6,3.8,2023-11-02
"Austin Reaves","Los Angeles Lakers","Sophomore",33.9,98.9,15.1,4.2,3,0.8,0.3,0.7,2,11.3,4.7,4.9,2.2,2.2,2023-11-02
"Nikola Vucevic","Chicago Bulls","Vet",29.5,96.9,15,2.5,8.2,1.7,0.7,0.8,1.6,12.3,2,2.8,2.9,2.2,2023-11-02
"Brook Lopez","Milwaukee Bucks","Vet",29.2,100.5,14.8,1,4.1,2.1,2.2,0.6,1.4,11.6,3,3.2,3.8,2.6,2023-11-02
"Jrue Holiday","Boston Celtics","Vet",29.7,99.6,14.6,5.7,3.6,0.9,0.4,1.2,2.3,12.2,2.4,4.9,2.8,1.9,2023-11-02
"Tyler Herro","Miami Heat","Vet",27.6,96.8,14.6,2.9,3.6,0.4,0.2,0.7,2,12.8,2.1,5.8,1.2,1.6,2023-11-02
"P.J. Washington","Charlotte Hornets","Vet",29.5,100.4,14.6,2,3.9,0.9,0.9,0.9,1.7,13.1,2.6,5.5,2.7,2.7,2023-11-02
"De'Andre Hunter","Atlanta Hawks","Vet",32.3,100,14.5,1.5,3.7,0.8,0.4,0.7,1.4,12,3,4.5,2.5,3.2,2023-11-02
"D'Angelo Russell","Los Angeles Lakers","Vet",30.2,98.9,14.4,4.8,2.5,0.6,0.4,0.9,2.3,12.2,2.7,5.3,1.7,2.2,2023-11-02
"Deandre Ayton","Portland Trail Blazers","Vet",31.2,97.5,14.3,1.5,7.3,2.8,0.9,0.7,1.7,11.8,3,0.2,4,3.2,2023-11-02
"Scottie Barnes","Toronto Raptors","Sophomore",33.2,97.2,14.2,4,3.9,2.1,0.7,1.2,2.1,12.1,3.4,2.1,3.8,2.6,2023-11-02
"Immanuel Quickley","New York Knicks","Vet",26.7,97.2,13.9,2.8,2.8,0.5,0.2,0.9,1.5,11.8,3.3,5.6,1.5,2.2,2023-11-02
"Malcolm Brogdon","Portland Trail Blazers","Vet",27.6,98,13.7,3.3,3.4,0.7,0.4,0.7,1.6,11.5,2.4,4.9,2.7,2,2023-11-02
"OG Anunoby","Toronto Raptors","Vet",31.6,96.9,13.6,1.7,3,1.1,0.6,1.5,1.5,11.2,2.2,5.2,3.1,2.9,2023-11-02
"Kevin Huerter","Sacramento Kings","Vet",29.7,99.4,13.6,2.5,3.3,0.5,0.6,1,1.3,12.2,1.8,6.5,2,2.8,2023-11-02
"Harrison Barnes","Sacramento Kings","Vet",31.7,100.1,13.5,1.4,3,1.2,0.3,0.7,1.2,9.6,4.8,4,3,1.5,2023-11-02
"Michael Porter Jr.","Denver Nuggets","Vet",29.1,98.5,13.4,1.2,5.4,1.2,0.5,0.6,1.1,11.4,1.7,5.8,2.5,2.1,2023-11-02
"Jonas Valanciunas","New Orleans Pelicans","Vet",25.8,97.5,13.2,1.7,7.9,3.1,0.8,0.4,2,10.4,3.2,1,4,3.4,2023-11-02
"Jalen Williams","Oklahoma City Thunder","Rookie",29.3,99.7,13.1,3,3.2,1.1,0.4,1.4,2,10.8,2.8,3.2,4.1,2.5,2023-11-02
"Alperen Sengun","Houston Rockets","Sophomore",28.3,99,12.9,3.6,6,2.9,1.1,1,2.6,9.8,3.9,0.9,4.2,3.7,2023-11-02
"Evan Mobley","Cleveland Cavaliers","Sophomore",32.4,96.7,12.8,2.4,6.4,2.5,1.5,0.8,1.8,10.8,3.2,0.5,4.7,2.9,2023-11-02
"Luguentz Dort","Oklahoma City Thunder","Vet",30.3,99.7,12.8,1.7,3,1.7,0.4,0.9,1.3,10.7,3.7,5.3,3.5,3.3,2023-11-02
"Jordan Poole","Washington Wizards","Vet",24.1,99,12.7,3.4,2,0.4,0.3,0.7,2.1,10.6,3.7,5,1.9,2.5,2023-11-02
"Marcus Smart","Memphis Grizzlies","Vet",31.5,98,12.4,4.5,2.5,0.9,0.3,1.5,2.2,10.6,2.8,5.4,1.9,2.6,2023-11-02
"Andrew Wiggins","Golden State Warriors","Vet",26.7,101,12.3,1.6,2.8,1.3,0.7,0.9,1.3,10.1,2.4,3.5,2.1,2.3,2023-11-02
"Gary Trent Jr.","Toronto Raptors","Vet",24.9,97.7,12.1,1.3,1.8,0.4,0.1,1.2,0.8,10.4,2.2,5.1,1.3,1.6,2023-11-02
"Bennedict Mathurin","Indiana Pacers","Rookie",25,100.7,12.1,1.3,2.6,1,0.2,0.7,1.7,9.7,4.8,2.3,3.4,2.1,2023-11-02
"Kelly Oubre Jr.","Philadelphia 76ers","Vet",22.8,99.3,12,0.9,2.7,0.9,0.3,0.9,1.1,10.3,3.1,4.2,2.8,2.4,2023-11-02
"Keegan Murray","Sacramento Kings","Rookie",30,99.6,12,1.4,4,1.3,0.5,0.8,0.9,10.4,1.4,5.8,2.2,2.3,2023-11-02
"Aaron Gordon","Denver Nuggets","Vet",30.3,98.6,11.9,2.4,3.7,2.3,0.7,0.7,1.4,9.2,3.4,1.9,4.8,2.4,2023-11-02
"Alec Burks","Detroit Pistons","Vet",24.4,99.1,11.9,2.2,3.1,0.5,0.3,0.9,1.3,9.5,3.5,5.2,1,2.5,2023-11-02
"Saddiq Bey","Atlanta Hawks","Vet",27.3,99.8,11.9,1.5,3.4,1.4,0.3,0.9,1.1,9.7,2.4,4.7,2.7,1.8,2023-11-02
"Tobias Harris","Philadelphia 76ers","Vet",30.2,96.2,11.8,1.9,4.6,1,0.5,0.8,1.2,9,1.7,3.2,2.8,2.2,2023-11-02
"Bogdan Bogdanovic","Atlanta Hawks","Vet",24.7,99.2,11.7,2.2,2.3,0.4,0.4,0.9,1.1,9,1.4,5.3,1.2,1.9,2023-11-02
"Gordon Hayward","Charlotte Hornets","Vet",25.2,100,11.7,3.2,2.9,0.6,0.2,0.8,1.7,9.4,2.7,2.4,1.6,1.6,2023-11-02
"Lonnie Walker IV","Brooklyn Nets","Vet",25,99.3,11.7,1.4,2,0.3,0.3,0.7,1,9.5,2,4.8,1.8,1.7,2023-11-02
"Bobby Portis","Milwaukee Bucks","Vet",22.8,100,11.6,0.9,5.9,1.8,0.3,0.5,1,9.6,1.6,3.5,2.1,2,2023-11-02
"Cole Anthony","Orlando Magic","Vet",23.8,98.2,11.5,3.3,3.5,0.7,0.4,0.6,1.6,9.4,2.5,3.4,1.2,2.5,2023-11-02
"Shaedon Sharpe","Portland Trail Blazers","Rookie",25.1,100.1,11.5,2.2,2.8,0.8,0.4,0.7,1.8,11.5,2.3,4.8,3.1,2,2023-11-02
"Killian Hayes","Detroit Pistons","Vet",29.5,97.4,11.5,5.6,2.7,0.4,0.4,1.4,2.6,11.2,2.5,3.3,1.7,2.8,2023-11-02
"Derrick White","Boston Celtics","Vet",27.2,97.9,11.3,2.5,2.6,0.6,0.8,0.7,1.1,8.5,2.1,4.8,1.5,2.1,2023-11-02
"Talen Horton-Tucker","Utah Jazz","Vet",20.8,100.1,11.3,3.8,2.5,0.6,0.4,0.7,1.7,10.6,3.1,3.1,2.8,2,2023-11-02
"Gabe Vincent","Los Angeles Lakers","Vet",29,98,11.2,3.2,1.8,0.5,0.2,1.1,1.9,10.4,2,5.3,1.7,2.9,2023-11-02
"Tim Hardaway Jr.","Dallas Mavericks","Vet",24.9,96.4,11,1.5,2.6,0.3,0.2,0.6,0.8,9.1,1.9,5.4,1.3,1.7,2023-11-02
"Buddy Hield","Indiana Pacers","Vet",23.4,100,11,2,3.2,0.6,0.3,0.8,1.3,9.1,1.3,5.4,1.6,1.9,2023-11-02
"Jabari Smith Jr.","Houston Rockets","Rookie",27.3,98.9,11,1.2,4.7,1.5,0.8,0.6,1.3,9.5,2.6,3.2,2.2,2.6,2023-11-02
"Coby White","Chicago Bulls","Vet",25.5,96.9,10.9,3.4,2.8,0.3,0.2,0.7,1.6,9.1,1.4,4.3,1.9,2,2023-11-02
"Wendell Carter Jr.","Orlando Magic","Vet",23.9,99.6,10.9,1.4,5.5,1.7,0.6,0.6,1.3,8.6,2.6,3.7,2.5,2.6,2023-11-02
"Trendon Watford","Brooklyn Nets","Sophomore",23.5,97,10.9,2.4,3.8,1,0.4,0.7,1.7,8.8,2.4,1.7,3.1,2.3,2023-11-02
"Jarrett Allen","Cleveland Cavaliers","Vet",30.2,96.2,10.7,1.5,5.7,3.3,1.1,0.8,1.3,8,2.8,0.1,4.9,2.4,2023-11-02
"Mike Conley","Minnesota Timberwolves","Vet",27.5,98.2,10.5,4.6,2.2,0.5,0.2,1.1,1.4,7.6,2.4,4.3,0.7,2.1,2023-11-02
"Caris LeVert","Cleveland Cavaliers","Vet",26.7,96.5,10.5,2.8,2.7,0.6,0.4,0.9,1.4,8.5,2,4.4,1.9,2.2,2023-11-02
"Kenyon Martin Jr.","Los Angeles Clippers","Vet",25.2,99.1,10.5,1.1,3.3,1.4,0.4,0.6,1.1,7.7,2.6,1.9,4,1.9,2023-11-02
"Rudy Gobert","Minnesota Timberwolves","Vet",27.4,97.9,10.4,1.4,7.4,3.1,1.3,0.7,1.8,6.8,4.7,0,5.2,3,2023-11-02
"Dillon Brooks","Houston Rockets","Vet",25.1,98.9,10.3,1.8,2.3,0.5,0.2,0.8,1.3,9.4,1.6,4.9,1.7,2.9,2023-11-02
"John Collins","Utah Jazz","Vet",24.1,98.6,10.1,0.8,3.8,1,0.8,0.5,1,7.8,2,3.5,2.3,2.6,2023-11-02
"Naz Reid","Minnesota Timberwolves","Vet",17.4,99.9,10.1,1.1,3.5,1.1,0.7,0.6,1.3,8.2,2,3,2.8,2.7,2023-11-02
"Dorian Finney-Smith","Brooklyn Nets","Vet",30.6,97,10,1.6,3.4,1.8,0.6,0.9,1.2,9.2,1.4,5.1,2,2.4,2023-11-02
"Onyeka Okongwu","Atlanta Hawks","Vet",24.1,99.7,9.7,1.1,4.6,2.8,1.6,0.8,1.3,6.5,2.9,0.1,4.4,3.4,2023-11-02
"Chris Paul","Golden State Warriors","Vet",25.1,97.2,9.6,5.6,2.8,0.4,0.3,1.3,1.5,8.3,1.7,3.4,0.4,2.1,2023-11-02
"Jaden McDaniels","Minnesota Timberwolves","Vet",25.3,99.3,9.5,1.3,2.5,0.9,0.7,0.8,1.3,7.9,1.8,3.1,2.3,3.2,2023-11-02
"Tre Jones","San Antonio Spurs","Vet",22.2,100.7,9.4,4.8,2.1,0.7,0.1,1,1.4,7.6,1.9,1.5,2.3,1.4,2023-11-02
"Bruce Brown","Indiana Pacers","Vet",23.6,98.3,9.4,1.8,2.8,0.8,0.5,1,1.3,8,2,2.4,3,2.3,2023-11-02
"Collin Sexton","Utah Jazz","Vet",17.7,99.7,9.4,2.1,1.2,0.5,0.1,0.5,1.3,7.7,2.9,2.2,2.1,1.8,2023-11-02
"Herbert Jones","New Orleans Pelicans","Sophomore",28.4,97.1,9.3,2.3,2.6,1.4,0.6,1.5,1.5,7.4,2.5,2.2,3.2,3,2023-11-02
"Kelly Olynyk","Utah Jazz","Vet",23.7,99.6,9.3,2.9,4.6,1.1,0.5,0.8,2.1,6.7,3,2.6,1.8,2.7,2023-11-02
"Ivica Zubac","Los Angeles Clippers","Vet",24.7,98.1,9.3,0.8,5.9,2.9,1,0.5,1.4,6.3,3.2,0,4,2.8,2023-11-02
"Markelle Fultz","Orlando Magic","Vet",20.7,99.5,9.3,3.7,1.9,0.7,0.3,1,1.6,7.9,1.8,1.1,2.7,1.9,2023-11-02
"Marvin Bagley III","Detroit Pistons","Vet",19.1,98.1,9.3,0.8,3.4,1.6,0.5,0.4,1,7.4,2.4,1.4,2.6,1.9,2023-11-02
"Jakob Poeltl","Toronto Raptors","Vet",23.7,97.7,9.2,1.7,5,2.7,1.2,0.7,1.4,7.2,2.3,0,3.7,2.8,2023-11-02
"Clint Capela","Atlanta Hawks","Vet",24.3,100,9.2,0.9,6.3,3.4,1,0.7,0.9,6.6,2,0,5.1,2.1,2023-11-02
"Malaki Branham","San Antonio Spurs","Rookie",20,101.1,9.2,1.2,2.1,0.4,0.1,0.5,1,8.5,1.2,3.2,1.5,1.7,2023-11-02
"Zach Collins","San Antonio Spurs","Vet",19.2,100.4,9.1,2,3.8,1.4,0.7,0.5,1.7,7.7,2.1,2.4,2.5,2.7,2023-11-02
"Jeremy Sochan","San Antonio Spurs","Rookie",19.5,100.7,9.1,1.7,3,1.2,0.3,0.6,1.5,8.6,2,2.1,3.1,2.1,2023-11-02
"Dennis Schroder","Toronto Raptors","Vet",25.6,98.6,9,3.4,1.9,0.4,0.2,0.8,1.5,7.3,2.5,2.6,1.5,2.2,2023-11-02
"Royce O'Neale","Brooklyn Nets","Vet",30.1,97,8.9,3.5,4.3,0.8,0.5,0.9,1.6,8.8,1.4,5.6,1.3,2.8,2023-11-02
"Nah'Shon Hyland","Los Angeles Clippers","Sophomore",16.7,98.6,8.9,2.3,1.8,0.3,0.2,0.6,1.2,8.2,1.6,4.1,1.7,1.8,2023-11-02
"Devin Vassell","San Antonio Spurs","Vet",17.8,100.8,8.8,1.7,2,0.2,0.3,0.7,0.8,8.2,1.4,3.6,1.2,1.3,2023-11-02
"Walker Kessler","Utah Jazz","Rookie",23.4,99.5,8.7,0.9,5.3,3.1,2,0.5,1,6.2,2.3,0.1,4.3,2.6,2023-11-02
"Chet Holmgren","Oklahoma City Thunder",NA,20.6,98.4,8.7,1.2,3.6,1.6,0.9,0.5,1.3,7.3,2.2,2,2.5,2.3,2023-11-02
"Kentavious Caldwell-Pope","Denver Nuggets","Vet",28.8,98.3,8.6,1.5,2.2,0.6,0.5,1.3,1,7,1.5,3.6,1.3,2.1,2023-11-02
"Luke Kennard","Memphis Grizzlies","Vet",22.6,98.2,8.6,1.5,2.4,0.4,0.1,0.5,0.8,6.4,0.9,4.6,0.5,1.6,2023-11-02
"Corey Kispert","Washington Wizards","Sophomore",21.2,97.7,8.6,0.8,1.8,0.4,0.2,0.4,0.7,6.8,1.1,4.3,1.3,1.3,2023-11-02
"Isaiah Stewart","Detroit Pistons","Vet",22.7,99,8.6,1.2,4.5,2.1,0.6,0.4,1.2,7.2,2.2,3.3,2.6,2.6,2023-11-02
"Malik Beasley","Milwaukee Bucks","Vet",18.7,97.4,8.6,0.9,1.9,0.4,0.1,0.5,0.8,6.8,0.9,4.6,0.5,1.3,2023-11-02
"James Wiseman","Detroit Pistons","Vet",17.6,97.3,8.6,0.6,3.8,1.6,0.5,0.3,1.2,7.1,2,0.4,2.8,2.2,2023-11-02
"Patrick Williams","Chicago Bulls","Vet",24.6,97,8.4,0.9,2.6,0.8,0.8,0.9,1.1,8,1.5,3.3,1.9,1.8,2023-11-02
"Isaiah Joe","Oklahoma City Thunder","Vet",19.7,99.3,8.3,1.1,1.8,0.4,0.2,0.6,0.7,6.9,1.6,4.6,0.7,1.7,2023-11-02
"Kyle Lowry","Miami Heat","Vet",24.2,96.7,8.3,4.1,2.8,0.6,0.4,0.9,1.7,6.7,1.6,3.7,0.9,2.5,2023-11-02
"Max Strus","Cleveland Cavaliers","Vet",22.8,98.1,8.3,1.5,2.4,0.5,0.2,0.5,0.8,6.8,1.1,4.7,1.3,2,2023-11-02
"Cameron Payne","Milwaukee Bucks","Vet",19.8,98.1,8.3,3.2,2,0.3,0.2,0.7,1.4,7.3,1.1,3.4,1.1,1.9,2023-11-02
"Jalen Duren","Detroit Pistons","Rookie",21.8,97.4,8.3,1,4.9,2.9,0.7,0.6,1.5,6,2.3,0.1,3.7,2.5,2023-11-02
"Jusuf Nurkic","Phoenix Suns","Vet",18.1,98.5,8,1.9,4.6,1.5,0.6,0.6,1.5,6.4,2.5,1.9,2.7,2.8,2023-11-02
"Jaden Hardy","Dallas Mavericks","Rookie",15.3,97.8,8,1.4,1.6,0.3,0.2,0.5,1.1,7.1,1.5,3.3,1.9,1.5,2023-11-02
"Taurean Prince","Los Angeles Lakers","Vet",20.5,98.4,8,1.2,1.9,0.3,0.3,0.6,1.2,6.8,1.5,3.6,1.6,2,2023-11-02
"Robert Williams III","Portland Trail Blazers","Vet",22.6,97.8,7.7,1.2,4.8,2.6,1.4,0.7,1,5.6,1.6,0,3.5,2.3,2023-11-02
"Mark Williams","Charlotte Hornets","Rookie",17.9,99.9,7.7,0.4,4.3,1.9,1,0.6,1,5.5,2.1,0,3.5,2,2023-11-02
"Quentin Grimes","New York Knicks","Sophomore",23.3,97.3,7.6,1.4,2,0.5,0.3,0.7,0.9,6.1,1.2,4.2,1.5,2.1,2023-11-02
"Aaron Nesmith","Indiana Pacers","Vet",19.9,100.6,7.6,1,2.4,0.7,0.4,0.6,0.9,6.3,1.6,3.2,1.7,2.5,2023-11-02
"Andrew Nembhard","Indiana Pacers","Rookie",20.6,100.3,7.5,3.6,1.6,0.4,0.1,0.7,1.6,7.2,1.2,2.1,1.6,1.9,2023-11-02
"Josh Hart","New York Knicks","Vet",24.6,97.3,7.4,2.2,4.5,1.4,0.3,0.9,1.3,5.9,1.9,2,2.7,2.5,2023-11-02
"Davion Mitchell","Sacramento Kings","Sophomore",22.8,99.4,7.4,2.8,1.5,0.3,0.2,0.7,1.1,6.9,0.9,3.6,1.4,1.8,2023-11-02
"Marcus Morris Sr.","Los Angeles Clippers","Vet",21.2,98.4,7.4,1,2.5,0.4,0.3,0.5,0.7,6.5,1.1,2.9,0.6,1.9,2023-11-02
"Chris Duarte","Sacramento Kings","Sophomore",18.2,99.6,7.4,1.2,2,0.4,0.2,0.6,0.9,6.4,1.5,3.2,1.5,1.5,2023-11-02
"Duncan Robinson","Miami Heat","Vet",16.8,97.1,7.2,1.3,1.4,0.2,0.1,0.4,0.9,5.9,0.8,4.1,0.8,1.9,2023-11-02
"Jonathan Kuminga","Golden State Warriors","Sophomore",15,99.2,7.2,1.2,1.8,0.8,0.3,0.5,1.1,5.3,1.7,1.5,1.9,1.8,2023-11-02
"Kyle Anderson","Minnesota Timberwolves","Vet",23.4,98.9,7.1,3.8,3.7,1,0.8,1,1.5,6.3,1.5,1.6,1.8,2.1,2023-11-02
"Terance Mann","Los Angeles Clippers","Vet",21.3,97.8,7.1,1.8,2.1,0.9,0.2,0.6,1,5.8,1.4,2.5,1.9,2,2023-11-02
"Seth Curry","Dallas Mavericks","Vet",17.3,97.5,7.1,1.3,1.3,0.2,0.1,0.5,0.7,5.9,0.8,3.1,0.6,1.5,2023-11-02
"Eric Gordon","Phoenix Suns","Vet",18.9,98.3,7,1.4,1.2,0.2,0.3,0.4,1,5.7,1.3,3.4,0.9,1.2,2023-11-02
"Theo Maledon","Charlotte Hornets","Vet",18.8,99.8,7,3.4,2.3,0.4,0.3,0.7,2.1,6.6,1.9,2,1.6,1.5,2023-11-02
"Keita Bates-Diop","Phoenix Suns","Vet",16.4,100.1,6.9,1.2,2.3,0.7,0.3,0.5,0.9,5.6,1.6,2,1.8,1,2023-11-02
"Xavier Tillman","Memphis Grizzlies","Vet",21.2,99.4,6.9,1.6,3.4,2.1,0.5,1,1,5.4,1.6,0.1,3.1,1.9,2023-11-02
"Jalen Suggs","Orlando Magic","Sophomore",16.9,99.6,6.9,1.7,1.6,0.6,0.3,0.9,1.2,6,1.6,2.9,1.4,1.7,2023-11-02
"Deni Avdija","Washington Wizards","Vet",20.2,97.5,6.9,1.9,4,0.7,0.3,0.7,1.4,6.2,1.8,2.3,2,2.1,2023-11-02
"Josh Green","Dallas Mavericks","Vet",21.6,97,6.8,1.4,2.1,0.8,0.2,0.7,1.1,5.4,1.4,2.1,1.8,2.3,2023-11-02
"Draymond Green","Golden State Warriors","Vet",25.7,100.9,6.7,5.1,4.8,1.3,0.8,1.1,2.4,5.5,1.7,1.4,2.2,3.1,2023-11-02
"Chris Boucher","Toronto Raptors","Vet",15.9,96.8,6.7,0.4,2.8,1.6,0.7,0.4,0.6,5.1,1.6,1.8,2.3,1.7,2023-11-02
"Grayson Allen","Phoenix Suns","Vet",20.1,99.2,6.7,1.3,1.7,0.5,0.2,0.6,0.7,5.6,1.2,3.6,1,1.4,2023-11-02
"De'Anthony Melton","Philadelphia 76ers","Vet",21.1,96.3,6.6,1.7,2.2,0.7,0.5,1.2,1.1,5.7,1,3.5,1.4,2.1,2023-11-02
"Daniel Gafford","Washington Wizards","Vet",16.4,97.4,6.6,0.8,2.7,1.7,0.9,0.4,0.9,4.2,2.1,0,2.5,2.2,2023-11-02
"Nick Richards","Charlotte Hornets","Vet",17.2,100.1,6.6,0.6,3.9,2,1.1,0.3,0.9,4,2.5,0.1,3.1,2.5,2023-11-02
"Ochai Agbaji","Utah Jazz","Rookie",17.7,100.4,6.6,1.2,1.2,0.5,0.2,0.4,0.9,6.4,1.2,3.4,1.1,1.5,2023-11-02
"T.J. McConnell","Indiana Pacers","Vet",15.9,100.3,6.5,3.8,2,0.5,0.1,0.9,1.4,5.6,0.9,0.7,2,1.4,2023-11-02
"Ben Simmons","Brooklyn Nets","Vet",23.4,98.6,6.5,5.5,4.7,1.2,0.5,1.2,2,6.1,1.6,0.3,2.3,2.7,2023-11-02
"Obi Toppin","Indiana Pacers","Vet",14.5,97.9,6.4,0.8,2.1,0.5,0.3,0.4,0.6,5.4,0.9,3.3,1.6,1.2,2023-11-02
"Moritz Wagner","Orlando Magic","Vet",12.9,99.7,6.3,0.8,2.3,0.8,0.2,0.4,0.8,4.5,2,1.8,2,1.7,2023-11-02
"Jalen Johnson","Atlanta Hawks","Sophomore",14.9,100.2,6.2,1.3,3.2,0.8,0.5,0.6,1,5.4,1.3,1.8,2.1,1.7,2023-11-02
"Skylar Mays","Portland Trail Blazers","Vet",14.5,99.9,6.2,2.8,1.3,0.3,0.1,0.6,0.9,4.8,1,1.9,1.6,1.1,2023-11-02
"Cam Reddish","Los Angeles Lakers","Vet",16.7,98.9,6.2,1,1.4,0.4,0.2,0.7,0.9,5.1,1.4,2.1,1.5,1.5,2023-11-02
"Ayo Dosunmu","Chicago Bulls","Sophomore",20.3,97.4,6.1,1.8,1.7,0.4,0.2,0.7,1.1,5.5,1,1.7,2.1,1.9,2023-11-02
"Torrey Craig","Chicago Bulls","Vet",20.2,97.9,6.1,1,2.8,1.2,0.6,0.6,0.8,5.1,0.7,2.6,1.1,2.4,2023-11-02
"David Roddy","Memphis Grizzlies","Rookie",17,98.4,6.1,0.8,2.1,0.6,0.3,0.5,0.8,5.5,1,3,1.6,1.6,2023-11-02
"Pat Connaughton","Milwaukee Bucks","Vet",19,100.4,6,1,2.9,0.7,0.2,0.6,0.5,5.1,0.7,3.8,1,1.3,2023-11-02
"Jordan Nwora","Indiana Pacers","Vet",13.8,101.2,6,0.9,2.1,0.6,0.2,0.3,0.8,5.2,1,2.4,1.4,1.1,2023-11-02
"Bryce McGowens","Charlotte Hornets","Rookie",17.1,100.1,6,1.2,1.7,0.4,0.1,0.4,1.2,4.8,1.9,2,1.6,1.3,2023-11-02
