"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"Malaki Branham","San Antonio Spurs","Sophomore",20.7,102.6,8.8,1.8,1.7,0.3,0.2,0.5,0.9,7.7,0.8,3.5,1.3,1.5,2023-12-10
"Onyeka Okongwu","Atlanta Hawks","Vet",22.8,101.4,8.7,1.3,4.4,2.7,1.2,0.7,0.9,5.8,2.2,1.2,3.2,2.8,2023-12-10
"Jaylen Nowell","Memphis Grizzlies","Vet",19.9,99.3,8.7,1.9,1.8,0.5,0.1,0.6,0.7,7.5,0.9,3.2,1.4,1.6,2023-12-10
"Nick Richards","Charlotte Hornets","Vet",20.8,99.2,8.6,0.7,4.9,2.3,1.4,0.3,1,4.9,2.9,0.2,3.8,2.6,2023-12-10
"Dorian Finney-Smith","Brooklyn Nets","Vet",26.7,97.7,8.6,1.4,2.9,1.6,0.5,0.7,0.7,7,0.7,5,1.7,2.1,2023-12-10
"Precious Achiuwa","Toronto Raptors","Vet",17.7,98.7,8.6,1.5,3.6,1.8,0.4,0.5,1.2,6.9,1.9,2.2,3,1.7,2023-12-10
"Dereck Lively II","Dallas Mavericks","Rookie",26.1,101.2,8.5,1.3,5.1,2.8,1.6,0.6,1.1,5.8,1.7,0.3,4.2,3.1,2023-12-10
"Alex Caruso","Chicago Bulls","Vet",23.2,97.5,8.4,2.5,2.2,0.8,0.7,1.3,1.2,6.2,1.3,3.6,1.8,2.3,2023-12-10
"Terance Mann","Los Angeles Clippers","Vet",26.6,97.7,8.4,2.1,2.6,1.1,0.3,0.7,0.7,6.6,1.1,3,2,2,2023-12-10
"Gary Harris","Orlando Magic","Vet",23.6,100.6,8.3,1.6,1.7,0.5,0.2,0.9,0.6,6.5,0.9,4.7,0.9,1.7,2023-12-10
"Dario Saric","Golden State Warriors","Vet",17.3,99.6,8.3,1.7,3.4,1.2,0.2,0.5,1.1,6.3,1.5,3.4,1.2,2,2023-12-10
"Taurean Prince","Los Angeles Lakers","Vet",25,101.3,8.2,1.3,2.1,0.4,0.3,0.7,0.7,6.7,0.8,4.2,1.3,2,2023-12-10
"Simone Fontecchio","Utah Jazz","Sophomore",21.5,99.6,8.2,1.5,1.9,0.8,0.3,0.4,1,7,0.7,4.8,1,1.6,2023-12-10
"Troy Brown Jr.","Minnesota Timberwolves","Vet",23.4,97.7,8.1,1.6,3,0.8,0.2,0.7,0.6,6.4,1,4.3,1.1,1.4,2023-12-10
"Bilal Coulibaly","Washington Wizards","Rookie",24.3,102,8.1,1.7,3.1,0.8,0.5,0.9,1.1,6.1,1.4,2.6,2.1,1.9,2023-12-10
"Scoot Henderson","Portland Trail Blazers","Rookie",17.8,99.2,8,2.9,1.3,0.5,0.1,0.5,1.7,7.2,1.6,2.8,1.6,2.2,2023-12-10
"Ausar Thompson","Detroit Pistons","Rookie",19.7,101.1,7.9,1.6,3.7,1.8,0.7,0.6,1.2,7.1,1.9,1.8,3.2,2.7,2023-12-10
"Goga Bitadze","Orlando Magic","Vet",23.1,100.5,7.8,1.9,4.3,2.7,1.7,0.7,0.9,5.3,2.1,0.5,4,2.7,2023-12-10
"Day'Ron Sharpe","Brooklyn Nets","Vet",18.3,99,7.8,1.2,4.3,2.6,0.9,0.5,1.2,5.6,2.3,0.2,4,2.5,2023-12-10
"Ayo Dosunmu","Chicago Bulls","Vet",23.1,96.8,7.8,2.3,1.8,0.5,0.2,0.7,1,6.3,1,2.7,2.1,1.9,2023-12-10
"Tari Eason","Houston Rockets","Sophomore",19.3,98.7,7.7,1.2,3.8,1.9,0.7,0.8,1,6.3,1.4,2,2.8,2.1,2023-12-10
"Kyle Anderson","Minnesota Timberwolves","Vet",22.9,99.5,7.7,4,3.3,0.9,0.7,0.9,1.3,6.2,1.7,1.1,1.8,1.7,2023-12-10
"Georges Niang","Cleveland Cavaliers","Vet",18.8,99.6,7.6,1.1,2.4,0.3,0.2,0.3,0.6,6.2,0.7,3.9,0.9,1.9,2023-12-10
"Royce O'Neale","Brooklyn Nets","Vet",24.7,98.9,7.4,2.9,3.8,0.7,0.5,0.7,0.9,6.2,0.6,5.4,0.8,2.6,2023-12-10
"Danilo Gallinari","Washington Wizards","Vet",16,100.4,7.4,1.3,2.6,0.4,0.2,0.3,0.5,5.8,1.6,2.7,0.9,1.3,2023-12-10
"Kelly Olynyk","Utah Jazz","Vet",18.7,100.6,7.3,2.9,3.5,1.3,0.3,0.6,1.5,4.6,2.1,1.9,1.6,2.5,2023-12-10
"Al Horford","Boston Celtics","Vet",24.8,99.6,7.2,2.5,4.8,1.3,1,0.6,0.7,5.7,0.4,4,0.9,1.8,2023-12-10
"Trey Lyles","Sacramento Kings","Vet",17,102.1,7.1,1.1,3.5,1,0.3,0.3,0.7,5.5,1.4,3.6,1.4,1.5,2023-12-10
"Toumani Camara","Portland Trail Blazers","Rookie",22.7,99,7.1,1.1,2.6,1.6,0.5,0.7,0.9,6.3,1.2,3,2,2.3,2023-12-10
"Cedi Osman","San Antonio Spurs","Vet",16.5,101.2,7.1,1.5,1.7,0.4,0.2,0.5,0.7,5.7,0.9,3.4,1.1,1.5,2023-12-10
"Shake Milton","Minnesota Timberwolves","Vet",18,99.2,7.1,2,1.7,0.4,0.2,0.5,0.9,5.8,1.5,2.2,1.4,1.6,2023-12-10
"Aaron Holiday","Houston Rockets","Vet",18.1,98.3,7,2.2,1.5,0.4,0.2,0.7,0.7,5.6,0.7,3,1,1.7,2023-12-10
"Cam Reddish","Los Angeles Lakers","Vet",21.9,101.3,7,1.1,2,0.5,0.2,1,0.7,5.5,1.3,2.4,1.8,1.5,2023-12-10
"Doug McDermott","San Antonio Spurs","Vet",16.6,101.4,6.9,1.4,1.3,0.3,0.1,0.2,0.6,5.4,0.5,4,0.9,1.4,2023-12-10
"Mitchell Robinson","New York Knicks","Vet",27.6,96.9,6.8,0.9,4.7,4.1,1.5,1.1,0.8,4.5,2,0.3,4.3,2.3,2023-12-10
"Seth Curry","Dallas Mavericks","Vet",15.9,99.8,6.8,1.3,1.2,0.2,0.1,0.4,0.5,5.7,0.7,3.3,0.4,1.2,2023-12-10
"Andre Drummond","Chicago Bulls","Vet",13.7,95.3,6.7,0.7,3.8,2,0.5,0.7,1.1,4.7,2.1,0.1,3.5,1.9,2023-12-10
"Cason Wallace","Oklahoma City Thunder","Rookie",20.1,99.5,6.7,1.1,1.7,0.5,0.3,0.6,0.5,4.8,0.8,2.4,1.4,1.7,2023-12-10
"Kevin Love","Miami Heat","Vet",15.3,98.9,6.6,1.7,4.3,0.8,0.2,0.3,0.8,5,1.2,3.7,0.7,1.5,2023-12-10
"Jose Alvarado","New Orleans Pelicans","Vet",15.3,99,6.5,2.2,1.4,0.3,0.1,0.8,0.9,5.5,0.9,3,1.1,1.4,2023-12-10
"Chris Boucher","Toronto Raptors","Vet",13.7,98.6,6.4,0.5,2.4,1.3,0.6,0.4,0.4,4.8,1.5,1.8,2.1,1.5,2023-12-10
"Nicolas Batum","Philadelphia 76ers","Vet",24.9,99.4,6.4,1.9,3.1,0.9,0.6,0.8,0.6,4.5,0.6,3.6,0.5,1.8,2023-12-10
"Sam Hauser","Boston Celtics","Vet",16.6,98.8,6.4,0.8,2,0.6,0.2,0.4,0.3,5.1,0.3,4.4,0.4,1.2,2023-12-10
"Christian Braun","Denver Nuggets","Sophomore",15.5,98.5,6.4,1.2,2.1,0.7,0.2,0.5,0.7,5.2,1.2,1.2,2.3,1.4,2023-12-10
"Jabari Walker","Portland Trail Blazers","Sophomore",16,98.9,6.4,0.9,2.6,1.1,0.3,0.5,0.8,5.4,1.3,1.8,2,1.8,2023-12-10
"Kevin Durant","Phoenix Suns","Vet",7.8,99.3,6.3,1.2,1.4,0.1,0.3,0.2,0.8,4.3,1.6,1.1,0.6,0.4,2023-12-10
"Quentin Grimes","New York Knicks","Vet",19.5,97,6.3,1.3,1.4,0.3,0.2,0.5,0.5,5.3,0.6,4.1,1,1.6,2023-12-10
"Jordan Hawkins","New Orleans Pelicans","Rookie",14,100.5,6.3,0.9,1.5,0.3,0,0.3,0.4,5.3,0.9,3.5,0.5,1.1,2023-12-10
"Deandre Ayton","Portland Trail Blazers","Vet",14.5,98.6,6.2,0.8,3.5,1.3,0.4,0.3,0.7,4.7,0.8,0.1,1.5,1.3,2023-12-10
"Naji Marshall","New Orleans Pelicans","Vet",15.5,100,6.2,1.5,2.3,0.7,0.2,0.5,0.8,4.6,1.4,2,1.3,1.2,2023-12-10
"Torrey Craig","Chicago Bulls","Vet",20.1,96.4,6.2,1.1,2.8,1.3,0.5,0.5,0.6,4.9,0.6,3,1.2,2.2,2023-12-10
"Isaac Okoro","Cleveland Cavaliers","Vet",20.8,98.7,6.1,1.2,1.8,0.8,0.4,0.7,0.6,4.6,1.3,1.9,2.1,2.1,2023-12-10
"Xavier Tillman","Memphis Grizzlies","Vet",16,99.4,6,1.3,2.5,1.3,0.4,0.8,0.7,5,1.1,1.3,2.3,1.6,2023-12-10
"Andrew Nembhard","Indiana Pacers","Sophomore",14.5,101.9,6,2.9,1.1,0.3,0.1,0.5,1,5.2,0.8,1.6,1,1.4,2023-12-10
"Moses Moody","Golden State Warriors","Vet",13.4,100.4,5.8,0.8,1.5,0.7,0.2,0.4,0.5,4.5,1,2.3,1,1.1,2023-12-10
"Matisse Thybulle","Portland Trail Blazers","Vet",22.5,99.3,5.7,1.2,1.8,0.5,0.6,1.4,0.6,4.5,0.5,3.6,0.9,1.5,2023-12-10
"Sasha Vezenkov","Sacramento Kings","Rookie",13.9,101.5,5.7,0.6,1.9,0.7,0.3,0.4,0.4,4.5,0.7,3,1,1.3,2023-12-10
"Josh Okogie","Phoenix Suns","Vet",18.3,99,5.6,1,1.7,1.3,0.4,0.8,0.6,4,2,1.9,1.5,1.4,2023-12-10
"Aaron Wiggins","Oklahoma City Thunder","Vet",14.7,99.2,5.6,0.8,1.6,0.7,0.1,0.4,0.5,3.9,0.9,1.5,1.7,1.3,2023-12-10
"Cameron Payne","Milwaukee Bucks","Vet",13.7,99.7,5.6,2.1,1.2,0.1,0.1,0.4,0.7,4.6,0.4,2.6,0.6,1.5,2023-12-10
"Gabe Vincent","Los Angeles Lakers","Vet",15.1,98.6,5.6,1.7,0.9,0.2,0.1,0.5,0.8,5,0.6,2.6,0.8,1.5,2023-12-10
"Isaiah Livers","Detroit Pistons","Vet",17.1,100.7,5.6,0.9,1.7,0.4,0.3,0.4,0.6,4.9,0.7,3.3,0.6,1.5,2023-12-10
"Drew Eubanks","Phoenix Suns","Vet",14.9,97.4,5.5,1.1,2.7,1.4,0.8,0.3,0.8,4,1.4,0.2,1.9,1.8,2023-12-10
"Bismack Biyombo","Memphis Grizzlies","Vet",22.1,97.9,5.5,1.7,4.1,2.4,1.6,0.4,1,4.1,1.4,0.2,2.1,2.6,2023-12-10
"Jeff Green","Houston Rockets","Vet",16.2,97.5,5.5,0.8,1.6,0.6,0.3,0.3,0.5,3.7,1.6,1.4,1.4,1.5,2023-12-10
"Vince Williams Jr.","Memphis Grizzlies","Sophomore",17.3,98.1,5.4,1.2,2.5,0.6,0.4,0.5,0.6,4.1,0.9,3.2,0.9,1.9,2023-12-10
"Ochai Agbaji","Utah Jazz","Sophomore",15.3,99.9,5.4,0.9,1.2,0.5,0.3,0.3,0.5,4.3,0.6,2.8,0.8,1.2,2023-12-10
"Brandin Podziemski","Golden State Warriors","Rookie",14.6,99.8,5.3,1.6,2,0.8,0.1,0.4,0.8,4.6,0.9,2,1.2,1.4,2023-12-10
"Isaiah Hartenstein","New York Knicks","Vet",19.1,97.6,5.2,1.4,3.7,2.4,0.9,0.7,0.8,3.4,1.3,0.2,2.5,2.6,2023-12-10
"Marcus Sasser","Detroit Pistons","Rookie",11.8,101.6,5.2,1.9,1,0.1,0.1,0.4,0.6,4.5,0.5,2.2,0.5,1,2023-12-10
"Anthony Black","Orlando Magic","Rookie",19.3,101.1,5.2,1.4,1.9,0.7,0.3,0.4,0.8,3.9,1.1,1.2,1.9,2,2023-12-10
"Duop Reath","Portland Trail Blazers","Rookie",11.6,97.4,5.1,0.8,1.6,0.6,0.3,0.3,0.5,4.1,0.7,2.7,0.8,1.3,2023-12-10
"Grant Williams","Dallas Mavericks","Vet",15.1,100.2,5.1,1,1.6,0.6,0.3,0.3,0.4,4.1,0.8,2.9,0.6,1.4,2023-12-10
"Kevon Looney","Golden State Warriors","Vet",18.9,100.9,5,2,5,2.8,0.4,0.5,0.7,3.5,1.1,0.2,2.3,2.2,2023-12-10
"Jae'Sean Tate","Houston Rockets","Vet",15,97.1,5,1.2,2,0.8,0.2,0.5,0.6,3.9,0.9,1.6,1.4,2.3,2023-12-10
"Payton Pritchard","Boston Celtics","Vet",14,97,5,1.9,1.5,0.5,0,0.3,0.5,4.3,0.3,2.8,0.6,0.8,2023-12-10
"Jordan Goodwin","Phoenix Suns","Vet",12.8,97.5,5,1.8,1.8,0.7,0.2,0.6,0.6,4.3,0.7,1.9,0.9,1,2023-12-10
"Peyton Watson","Denver Nuggets","Sophomore",14.8,99.2,5,0.9,1.7,0.6,0.7,0.4,0.6,4,1.1,0.9,1.8,1.4,2023-12-10
"Malachi Flynn","Toronto Raptors","Vet",14.1,98.4,4.9,1.8,1.3,0.3,0.1,0.5,0.6,4.1,0.7,2.4,0.8,1.2,2023-12-10
"Joe Ingles","Orlando Magic","Vet",17,100.3,4.8,2.8,1.9,0.3,0.1,0.5,1,3.8,0.4,2.7,0.4,1.3,2023-12-10
"Patrick Beverley","Philadelphia 76ers","Vet",16.9,97.6,4.8,2.3,1.9,0.5,0.3,0.6,0.8,3.8,0.7,2.2,0.6,1.8,2023-12-10
"T.J. McConnell","Indiana Pacers","Vet",9.8,101.5,4.7,2.5,1.2,0.3,0.1,0.5,0.9,3.9,0.7,0.4,1.2,0.8,2023-12-10
"Trendon Watford","Brooklyn Nets","Vet",10.2,98.4,4.7,1.1,1.7,0.6,0.2,0.3,0.7,3.7,1,0.7,1.3,1.3,2023-12-10
"Christian Wood","Los Angeles Lakers","Vet",10.9,98.6,4.6,0.6,2.6,0.7,0.4,0.2,0.6,3.6,1.3,1.4,1.2,1,2023-12-10
"Jevon Carter","Chicago Bulls","Vet",12.2,95.9,4.5,1.2,0.8,0.2,0.2,0.4,0.4,4.3,0.3,2.7,0.3,1,2023-12-10
"Dyson Daniels","New Orleans Pelicans","Sophomore",15.7,100.5,4.5,1.9,2.3,0.6,0.2,0.8,0.8,4,0.8,1.7,1,1.4,2023-12-10
"James Wiseman","Detroit Pistons","Vet",9.8,102.2,4.5,0.4,2.1,1,0.4,0.1,0.5,3.4,1.1,0.2,1.7,1.4,2023-12-10
"Kenrich Williams","Oklahoma City Thunder","Vet",12.5,99.4,4.4,1.1,1.7,0.8,0.2,0.5,0.4,3.5,0.5,1.7,1.1,1.4,2023-12-10
"Jalen Smith","Indiana Pacers","Vet",8.3,102,4.4,0.5,1.9,0.9,0.3,0.2,0.4,3.1,1,1,1.3,1.1,2023-12-10
"Orlando Robinson","Miami Heat","Sophomore",12.6,98.8,4.4,1.1,2.5,1.2,0.4,0.4,0.7,3.3,0.8,0.8,1.4,1.5,2023-12-10
"MarJon Beauchamp","Milwaukee Bucks","Sophomore",13.2,102.3,4.4,0.7,1.6,0.6,0.2,0.4,0.6,3.6,0.7,1.7,1,1.4,2023-12-10
"Keita Bates-Diop","Phoenix Suns","Vet",11.7,97.6,4.3,0.7,1.5,0.6,0.3,0.3,0.3,3.3,1,1.3,1.2,0.7,2023-12-10
"Marcus Morris Sr.","Philadelphia 76ers","Vet",11.4,98.8,4.1,0.6,1.5,0.3,0.2,0.2,0.3,3.5,0.5,1.7,0.3,1.1,2023-12-10
"Pat Connaughton","Milwaukee Bucks","Vet",14,102.9,3.9,1,1.9,0.5,0.1,0.4,0.4,3.2,0.4,2.4,0.7,0.8,2023-12-10
"Dean Wade","Cleveland Cavaliers","Vet",17.5,99.2,3.6,0.8,2.6,0.7,0.3,0.6,0.3,3,0.3,2.7,0.4,1.7,2023-12-10
"Isaiah Jackson","Indiana Pacers","Vet",8.3,103.6,3.5,0.5,1.5,1,0.8,0.3,0.4,2.4,1.1,0.1,1.7,1.4,2023-12-10
"Landry Shamet","Washington Wizards","Vet",7.9,102.2,3.5,0.7,0.6,0.1,0.1,0.2,0.3,3,0.4,1.8,0.5,0.7,2023-12-10
"Dwight Powell","Dallas Mavericks","Vet",11.3,100.7,3.4,0.9,1.5,1.2,0.3,0.3,0.5,1.8,1.4,0.1,1.5,1.8,2023-12-10
"Paul Reed","Philadelphia 76ers","Vet",9.1,99.5,3.4,0.5,1.7,1.2,0.4,0.5,0.5,2.5,0.5,0.4,1.5,1.4,2023-12-10
"Dennis Smith Jr.","Brooklyn Nets","Vet",8.4,99,3.4,1.6,0.9,0.3,0.1,0.4,0.6,2.9,0.7,0.8,1,0.8,2023-12-10
"Keon Ellis","Sacramento Kings","Sophomore",10.1,98.8,3.4,0.8,0.9,0.3,0.2,0.4,0.4,2.7,0.7,2,0.3,1.1,2023-12-10
"Craig Porter","Cleveland Cavaliers","Rookie",7.6,98.4,3.4,1.3,0.7,0.1,0.1,0.3,0.6,2.7,0.8,0.4,1,0.7,2023-12-10
"Jared Butler","Washington Wizards","Vet",7.7,99.1,3.3,1.3,0.8,0.2,0.1,0.3,0.7,2.7,0.6,1.4,0.7,0.9,2023-12-10
"Yuta Watanabe","Phoenix Suns","Vet",10.5,98.3,3.3,0.4,1.1,0.3,0.2,0.3,0.3,2.7,0.4,2.2,0.2,0.9,2023-12-10
"AJ Lawson","Dallas Mavericks","Sophomore",7.3,101,3.3,0.4,0.8,0.3,0.1,0.2,0.3,2.7,0.6,1.6,0.8,0.7,2023-12-10
"Caleb Houstan","Orlando Magic","Sophomore",12.1,100.2,3.3,0.6,1.2,0.4,0.1,0.3,0.3,2.7,0.3,2.4,0.2,1,2023-12-10
"Ziaire Williams","Memphis Grizzlies","Vet",7.6,98.4,3.3,0.5,1,0.2,0.1,0.2,0.4,2.9,0.5,1.4,0.6,0.7,2023-12-10
"Max Christie","Los Angeles Lakers","Sophomore",10.4,102,3.1,0.6,1.3,0.2,0.1,0.3,0.3,2.6,0.5,1.2,0.5,0.8,2023-12-10
"Julian Champagnie","San Antonio Spurs","Sophomore",6.8,101,3,0.4,0.9,0.2,0.2,0.2,0.3,2.4,0.4,1.8,0.4,0.6,2023-12-10
"Bryce McGowens","Charlotte Hornets","Sophomore",9.4,97.8,3,0.6,0.9,0.2,0.1,0.2,0.4,2.3,0.7,1.3,0.6,0.8,2023-12-10
"Jaylin Williams","Oklahoma City Thunder","Sophomore",8.8,99.4,3,0.7,1.8,0.4,0.1,0.2,0.3,2.5,0.5,1.6,0.4,1.1,2023-12-10
"John Konchar","Memphis Grizzlies","Vet",14.7,99.3,2.9,1.1,2.4,0.8,0.4,0.7,0.4,2.4,0.4,1.7,1,1.1,2023-12-10
"Jarred Vanderbilt","Los Angeles Lakers","Vet",11.5,100.4,2.9,0.8,2.2,1,0.3,0.5,0.5,2.4,0.7,0.9,1.1,1.3,2023-12-10
"Jaxson Hayes","Los Angeles Lakers","Vet",8.9,98,2.9,0.4,1.3,0.6,0.3,0.2,0.4,1.8,0.9,0.3,1.2,1.3,2023-12-10
"JaVale McGee","Sacramento Kings","Vet",6.1,103.1,2.9,0.3,1.4,0.8,0.5,0.1,0.5,2,0.6,0.1,1,1,2023-12-10
"Ish Smith","Charlotte Hornets","Vet",12.1,98.5,2.8,2.2,1.2,0.3,0.1,0.4,0.8,2.3,0.2,0.2,0.6,1,2023-12-10
"Kevin Knox II","Detroit Pistons","Vet",5.9,103,2.6,0.2,0.9,0.2,0.1,0.2,0.3,2.1,0.4,1.1,0.5,0.6,2023-12-10
"DeAndre Jordan","Denver Nuggets","Vet",7.6,97.6,2.6,0.5,1.8,0.9,0.3,0.1,0.6,1.9,0.9,0.1,1.4,1,2023-12-10
"Kobe Brown","Los Angeles Clippers","Rookie",8.6,97.7,2.5,0.5,1.2,0.5,0.2,0.2,0.3,2.2,0.4,1.3,0.5,1.2,2023-12-10
"Chris Paul","Golden State Warriors","Vet",7.1,99.5,2.4,1.8,0.8,0.1,0.1,0.4,0.4,2.1,0.4,1,0.1,0.5,2023-12-10
"Grayson Allen","Phoenix Suns","Vet",6.3,99,2.3,0.5,0.6,0.1,0.1,0.2,0.2,1.6,0.4,1,0.4,0.4,2023-12-10
"Mike Muscala","Washington Wizards","Vet",6.2,99.8,2.3,0.4,1,0.3,0.2,0.1,0.2,1.7,0.3,1.1,0.2,0.6,2023-12-10
"Patty Mills","Atlanta Hawks","Vet",6.8,99.5,2.3,0.6,0.5,0.1,0.1,0.2,0.2,2.1,0.2,1.5,0.1,0.5,2023-12-10
"Olivier-Maxence Prosper","Dallas Mavericks","Rookie",7.4,98.8,2.3,0.5,1,0.5,0.1,0.2,0.3,1.8,0.6,0.9,0.6,0.7,2023-12-10
"Joe Harris","Detroit Pistons","Vet",6.5,99.3,2.2,0.4,0.6,0.1,0.1,0.1,0.2,1.9,0.1,1.6,0.2,0.6,2023-12-10
"Julian Strawther","Denver Nuggets","Rookie",5.9,100.6,2.2,0.5,0.6,0.1,0.1,0.2,0.2,2,0.3,1.3,0.3,0.7,2023-12-10
"Luke Kornet","Boston Celtics","Vet",6.8,97.8,2.1,0.4,1,0.7,0.4,0.1,0.2,1.4,0.3,0.1,1,0.7,2023-12-10
"Wesley Matthews","Atlanta Hawks","Vet",9.4,99.7,2.1,0.5,0.8,0.3,0.1,0.2,0.2,1.8,0.5,1.4,0.2,0.9,2023-12-10
"Eugene Omoruyi","Washington Wizards","Vet",3.5,101.4,2,0.3,0.5,0.2,0,0.2,0.2,1.5,0.5,0.6,0.6,0.5,2023-12-10
"Cody Zeller","New Orleans Pelicans","Vet",7.4,99.4,2,0.6,1.4,0.9,0.2,0.2,0.4,1.4,0.8,0.1,1.1,1.1,2023-12-10
"Chris Duarte","Sacramento Kings","Vet",5.8,100,2,0.4,0.6,0.1,0,0.2,0.2,1.7,0.3,1,0.4,0.7,2023-12-10
"Mo Bamba","Philadelphia 76ers","Vet",4.2,98.2,1.9,0.2,0.9,0.5,0.3,0.1,0.2,1.5,0.4,0.6,0.7,0.6,2023-12-10
"Jonathan Isaac","Orlando Magic","Vet",4.1,100.9,1.8,0.2,0.9,0.4,0.3,0.2,0.2,1.5,0.4,0.6,0.6,0.4,2023-12-10
"Chimezie Metu","Phoenix Suns","Vet",4.5,98.6,1.8,0.2,0.9,0.2,0.2,0.1,0.2,1.4,0.4,0.5,0.5,0.5,2023-12-10
"Cory Joseph","Golden State Warriors","Vet",6.3,99.8,1.8,1.1,0.5,0.1,0.1,0.2,0.3,1.6,0.3,1,0.2,0.5,2023-12-10
"Nassir Little","Phoenix Suns","Vet",5.1,98,1.8,0.3,0.6,0.2,0.1,0.1,0.2,1.4,0.3,0.8,0.4,0.4,2023-12-10
"Davion Mitchell","Sacramento Kings","Vet",5.2,99.6,1.8,0.8,0.4,0.1,0,0.2,0.3,1.6,0.2,0.9,0.3,0.4,2023-12-10
"Luka Garza","Minnesota Timberwolves","Vet",2.8,100.1,1.7,0.2,0.4,0.3,0,0.1,0.2,1.3,0.6,0.4,0.4,0.5,2023-12-10
"Justin Holiday","Denver Nuggets","Vet",5.7,99.2,1.7,0.4,0.5,0.1,0.1,0.2,0.2,1.4,0.1,0.9,0.2,0.6,2023-12-10
"Gary Payton II","Golden State Warriors","Vet",4.5,99.7,1.6,0.3,0.6,0.3,0.1,0.3,0.2,1.2,0.2,0.4,0.5,0.5,2023-12-10
"Tristan Thompson","Cleveland Cavaliers","Vet",5.6,98.6,1.6,0.3,1,0.7,0.2,0.1,0.2,1.1,0.6,0,0.7,0.6,2023-12-10
"Ousmane Dieng","Oklahoma City Thunder","Sophomore",4.1,99.9,1.5,0.3,0.6,0.2,0,0.1,0.2,1.4,0.2,0.8,0.3,0.3,2023-12-10
"Kris Murray","Portland Trail Blazers","Rookie",4.8,98,1.5,0.2,0.6,0.2,0.1,0.2,0.1,1.2,0.2,0.8,0.3,0.5,2023-12-10
"Kenneth Lofton Jr.","Memphis Grizzlies","Sophomore",3,100.1,1.5,0.4,0.5,0.2,0.1,0.1,0.2,1.3,0.4,0.3,0.5,0.4,2023-12-10
"Julian Phillips","Chicago Bulls","Rookie",4.7,99.3,1.5,0.3,0.6,0.3,0.1,0.1,0.2,1.3,0.4,0.5,0.5,0.6,2023-12-10
"Damion Lee","Phoenix Suns","Vet",4,99.3,1.4,0.2,0.5,0.1,0,0.1,0.1,1.2,0.2,0.7,0.1,0.3,2023-12-10
"Markieff Morris","Dallas Mavericks","Vet",3.7,99.6,1.4,0.3,0.5,0.2,0.1,0.1,0.2,1.4,0.1,0.9,0.2,0.5,2023-12-10
"Otto Porter Jr.","Toronto Raptors","Vet",5.1,99.1,1.3,0.3,0.8,0.3,0.1,0.2,0.1,1.1,0.1,0.7,0.2,0.4,2023-12-10
"Garrison Mathews","Atlanta Hawks","Vet",4.2,99.2,1.3,0.2,0.4,0.1,0,0.1,0.1,1.1,0.2,1,0.1,0.4,2023-12-10
"Taylor Hendricks","Utah Jazz","Rookie",4,101.8,1.3,0.2,0.5,0.2,0.2,0.1,0.2,1.1,0.2,0.6,0.3,0.5,2023-12-10
"Trent Forrest","Atlanta Hawks","Vet",4.6,98.8,1.3,0.7,0.4,0.2,0,0.1,0.3,1.1,0.3,0.1,0.4,0.4,2023-12-10
"Davis Bertans","Oklahoma City Thunder","Vet",2.7,101.7,1.2,0.1,0.3,0.1,0,0.1,0.1,0.9,0.2,0.8,0.1,0.3,2023-12-10
"A.J. Green","Milwaukee Bucks","Sophomore",3.1,100.5,1.2,0.2,0.3,0.1,0,0.1,0.1,1,0.1,0.9,0.1,0.3,2023-12-10
"Chuma Okeke","Orlando Magic","Vet",3.8,99.3,1.1,0.3,0.6,0.2,0.1,0.2,0.1,1,0.1,0.7,0.2,0.2,2023-12-10
"Daniel Theis","Los Angeles Clippers","Vet",2.6,100,1.1,0.2,0.4,0.3,0.1,0.1,0.1,1,0.2,0.2,0.4,0.3,2023-12-10
"Jules Bernard","Washington Wizards","Rookie",3,100.2,1.1,0.2,0.4,0.1,0.1,0.1,0.2,0.9,0.2,0.5,0.2,0.3,2023-12-10
"Jalen Hood-Schifino","Los Angeles Lakers","Rookie",2.9,99.7,1.1,0.2,0.3,0.1,0.1,0.1,0.2,1,0.3,0.4,0.3,0.3,2023-12-10
"Trae Young","Atlanta Hawks","Vet",1.2,104.4,1,0.4,0.1,0,0,0,0.1,0.7,0.3,0.3,0.1,0.1,2023-12-10
"Jordan McLaughlin","Minnesota Timberwolves","Vet",3.7,100.6,1,0.8,0.3,0.1,0,0.2,0.2,0.8,0.2,0.5,0.2,0.2,2023-12-10
"Jaden Hardy","Dallas Mavericks","Sophomore",1.8,99.9,1,0.2,0.2,0,0,0.1,0.1,0.9,0.2,0.4,0.2,0.2,2023-12-10
"Anthony Gill","Washington Wizards","Vet",2.7,101.5,1,0.2,0.3,0.2,0.1,0.1,0.1,0.8,0.4,0.2,0.3,0.3,2023-12-10
"Ibou Badji","Portland Trail Blazers",NA,2.9,99.3,1,0.1,0.5,0.3,0.1,0.1,0.2,0.9,0.3,0.3,0.4,0.4,2023-12-10
"Harry Giles III","Brooklyn Nets","Vet",1.9,99.2,0.9,0.1,0.4,0.2,0.1,0.1,0.1,0.9,0.2,0.2,0.3,0.3,2023-12-10
"Jacob Gilyard","Memphis Grizzlies","Sophomore",3.2,96.3,0.9,0.6,0.2,0,0,0.1,0.2,0.8,0.1,0.6,0,0.3,2023-12-10
