"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"Jalen Brunson","New York Knicks","Vet",35.6,96.9,25.7,5.9,3.1,0.6,0.1,0.9,1.8,19.3,5.4,6.8,2.4,2.1,2023-12-10
"LeBron James","Los Angeles Lakers","Vet",33.9,101.1,25.4,7.2,6.6,1.1,0.7,1.1,3.1,17.5,5.6,5.9,6.6,1.5,2023-12-10
"Tyrese Maxey","Philadelphia 76ers","Vet",37.7,99.6,25.1,5.8,3.4,0.5,0.4,0.9,1.9,18.9,5.2,8.2,4.5,2.2,2023-12-10
"Damian Lillard","Milwaukee Bucks","Vet",35.9,103.4,25,7.3,4,0.8,0.3,0.9,2.7,17.8,8.1,8.7,4.4,1.8,2023-12-10
"Desmond Bane","Memphis Grizzlies","Vet",34.7,98.9,24.8,5.2,3.9,0.8,0.5,1.1,2.7,18.8,3.8,8.2,4.4,2.8,2023-12-10
"Anthony Edwards","Minnesota Timberwolves","Vet",34.1,99.4,24.3,4.8,4.8,0.7,0.7,1.4,3,18.5,5.6,6.5,4.3,2.1,2023-12-10
"Kawhi Leonard","Los Angeles Clippers","Vet",36,98.3,24.2,3.9,5.2,1.1,0.6,1.5,1.7,18.1,4.8,5.7,2.7,1.8,2023-12-10
"Brandon Ingram","New Orleans Pelicans","Vet",34.2,99.8,23.7,5.8,4.6,0.7,0.3,0.7,2.6,17.8,5.3,3.9,2.9,2.2,2023-12-10
"DeMar DeRozan","Chicago Bulls","Vet",36.4,96.3,23.2,5.6,3.5,0.6,0.5,1,2,18.2,7,2.7,3.4,2.2,2023-12-10
"Julius Randle","New York Knicks","Vet",35.1,96.9,23.1,5.2,7.5,1.9,0.3,0.7,3.2,17.5,6.9,5.8,4.6,2.7,2023-12-10
"Jimmy Butler","Miami Heat","Vet",35.6,98.2,23,4.8,3.7,2,0.4,1.7,1.6,16.3,8.5,2.8,4.5,1.3,2023-12-10
"Pascal Siakam","Toronto Raptors","Vet",35.6,99.2,22.7,5.2,5.6,1.7,0.4,0.9,2.3,17.2,6,3.3,5.3,2.6,2023-12-10
"Paul George","Los Angeles Clippers","Vet",36,98.3,22.6,4.3,5.3,0.8,0.3,1.5,2.3,17.8,4.4,7.9,3,2.7,2023-12-10
"Jaylen Brown","Boston Celtics","Vet",34.3,101.7,22.6,3.4,4.4,0.9,0.5,1.1,2.5,18.3,3.8,6.9,5.1,2.8,2023-12-10
"Mikal Bridges","Brooklyn Nets","Vet",34.7,98.5,22.6,3.7,4.2,0.9,0.6,1.1,2.1,17.6,5.3,5.6,4.1,1.7,2023-12-10
"Anthony Davis","Los Angeles Lakers","Vet",34.3,102.1,22.4,3,9.5,3.7,2.4,1.1,2.1,16,7,0.5,7.5,2.6,2023-12-10
"Kyle Kuzma","Washington Wizards","Vet",32.3,103,22.2,4.6,5.3,1,0.5,0.5,2.7,18.3,3.8,6.2,4.7,2.1,2023-12-10
"Cade Cunningham","Detroit Pistons","Vet",33.7,100.1,22.1,7.3,3.5,0.6,0.3,1,3.6,18.4,4,6,4.5,2.4,2023-12-10
"Terry Rozier","Charlotte Hornets","Vet",36.5,99.9,22,6.9,3.3,0.6,0.3,1.2,2.5,18.5,3.9,6.9,4.2,2,2023-12-10
"Paolo Banchero","Orlando Magic","Sophomore",34,100.8,21.9,4.3,5.8,1.4,0.6,0.9,2.7,16.6,6.7,3.7,4.9,2.3,2023-12-10
"Karl-Anthony Towns","Minnesota Timberwolves","Vet",32.9,98.2,21.7,3.4,7.3,1.7,0.8,0.8,2.7,15.2,4.8,5.1,4.4,3.3,2023-12-10
"Jaren Jackson Jr.","Memphis Grizzlies","Vet",31.9,99.3,21.1,1.8,4.7,1.8,2.4,0.9,2.3,16.2,6.2,5.2,4.8,3.5,2023-12-10
"Zion Williamson","New Orleans Pelicans","Vet",29.5,101.4,21.1,4.7,3.8,1.9,0.4,1,2.6,14,6.4,0.5,8.3,2.3,2023-12-10
"Franz Wagner","Orlando Magic","Vet",33.8,100.5,21,4,4.2,1.1,0.3,1,2.1,16.4,5,4.9,5.9,2.1,2023-12-10
"Cam Thomas","Brooklyn Nets","Vet",30.3,100.3,20.7,2.4,2.9,0.3,0.4,0.7,1.7,17.6,4.3,5.8,2.6,1.9,2023-12-10
"Jalen Green","Houston Rockets","Vet",33.2,97.9,20.7,3.3,3.6,0.5,0.3,0.7,2.2,16.2,5.6,6.9,3.9,1.6,2023-12-10
"Alperen Sengun","Houston Rockets","Vet",33.3,97.2,20.6,5.6,6.8,2.9,1,1,2.8,15.8,5,2.6,5.5,3.2,2023-12-10
"Darius Garland","Cleveland Cavaliers","Vet",34.3,99.7,20.5,6.7,2.3,0.5,0.2,1.3,3,15.8,4.8,5.4,3.9,2,2023-12-10
"Scottie Barnes","Toronto Raptors","Vet",35.5,99.5,20.3,5.8,5.7,2.3,0.9,1.3,2.4,16,4.1,5.6,4.3,2.2,2023-12-10
"Dejounte Murray","Atlanta Hawks","Vet",34.5,102.5,20.3,5.9,4,0.7,0.2,1.6,2,16.9,2.6,6,3.1,1.6,2023-12-10
"RJ Barrett","New York Knicks","Vet",31.6,98.6,20.3,2.9,3.6,0.7,0.2,0.5,2,16,5.3,5.4,5.3,1.9,2023-12-10
"Miles Bridges","Charlotte Hornets","Vet",35.7,100.3,20,3.3,5.8,1.1,0.6,0.9,1.6,15,4,5.6,5.6,2.1,2023-12-10
"Jamal Murray","Denver Nuggets","Vet",31.6,97.7,19.7,6.1,3.3,0.6,0.3,1,2,15.9,3.2,6.4,2.4,1.8,2023-12-10
"Kristaps Porzingis","Boston Celtics","Vet",31.1,101.1,19.6,2.1,5.8,1.6,1.6,0.8,1.5,13.4,5.4,5.6,3.3,3.1,2023-12-10
"Anfernee Simons","Portland Trail Blazers","Vet",31.4,100,19.6,4.6,2.1,0.4,0.2,0.6,2.2,16.5,2.8,8.2,2.6,2,2023-12-10
"Bojan Bogdanovic","Detroit Pistons","Vet",32.2,98.8,19.4,2.9,3.2,0.7,0.1,0.6,2,14.5,3.9,6.8,2.5,1.8,2023-12-10
"Domantas Sabonis","Sacramento Kings","Vet",35,99.8,18.7,7,8.9,3.4,0.7,0.9,3,12.7,5.5,1.5,6.3,3.4,2023-12-10
"Victor Wembanyama","San Antonio Spurs","Rookie",30.6,102.5,18.6,2.7,8,2.5,2.6,1,2.8,16.1,4.3,4.5,4.6,2.7,2023-12-10
"CJ McCollum","New Orleans Pelicans","Vet",32.4,99.8,18.5,5,3.3,0.6,0.5,0.9,1.8,15.3,2.7,6.6,2.1,2,2023-12-10
"Lauri Markkanen","Utah Jazz","Vet",26.5,100.4,18.1,1.3,4.9,1.6,0.5,0.6,1.1,13.8,4.3,6.7,3.1,1.9,2023-12-10
"Jalen Williams","Oklahoma City Thunder","Sophomore",33.9,102.1,18,3.8,3.8,0.8,0.4,1.4,1.9,13.8,3.7,3.4,4.9,2.7,2023-12-10
"Myles Turner","Indiana Pacers","Vet",29.4,102.9,17.9,1.7,6.4,1.7,2.2,0.6,1.5,13.1,4.5,4.8,4.2,3.3,2023-12-10
"Nikola Vucevic","Chicago Bulls","Vet",34,96.8,17.8,3.3,8.1,2.6,0.8,0.8,1.7,15,2.2,3.5,4.4,2.4,2023-12-10
"Bogdan Bogdanovic","Atlanta Hawks","Vet",31.3,101.1,17.7,2.8,3.3,0.4,0.4,1.2,1.1,13.9,1.8,8.5,2,2.3,2023-12-10
"Klay Thompson","Golden State Warriors","Vet",31.8,102.3,17.7,2.3,3.5,0.4,0.4,0.6,1.5,14.1,2,8.4,1,2,2023-12-10
"Devin Vassell","San Antonio Spurs","Vet",30,102,17.7,3.2,3.1,0.3,0.3,1,1.3,14.3,2.5,7.4,2.2,1.3,2023-12-10
"Shaedon Sharpe","Portland Trail Blazers","Sophomore",33.9,99.2,17.7,3.4,4.1,1.1,0.4,0.9,2.6,14,3.7,6.4,3.8,2.5,2023-12-10
"Keldon Johnson","San Antonio Spurs","Vet",33,102.6,17.6,3.8,4.9,1.1,0.3,0.8,1.6,13.6,3.4,5.9,3.8,2.3,2023-12-10
"Jordan Poole","Washington Wizards","Vet",29.4,103.2,17.6,3.6,2.4,0.5,0.3,0.8,2.2,14.5,4,6,2.7,2.8,2023-12-10
"Coby White","Chicago Bulls","Vet",36.1,96.5,17.5,4.9,3.5,0.4,0.3,0.9,2,13.9,2.2,8,3.1,2.5,2023-12-10
"Fred VanVleet","Houston Rockets","Vet",37.8,97.2,17.4,8.4,3.7,0.4,0.5,1.5,2.1,14.4,3.4,8.3,2.1,2.2,2023-12-10
"Michael Porter Jr.","Denver Nuggets","Vet",32.6,98.7,17.3,1.7,6.3,1.4,0.7,0.6,0.9,13.3,1.6,7.1,2.5,2.1,2023-12-10
"Jordan Clarkson","Utah Jazz","Vet",29.1,100,16.6,4.5,2.4,1,0.2,0.7,2.5,13.7,3.2,5.4,2.3,1.7,2023-12-10
"Chet Holmgren","Oklahoma City Thunder","Sophomore",29.4,102,16.4,2.4,5.7,1.8,2.4,0.8,1.8,12,3.9,4.5,3.9,2.7,2023-12-10
"James Harden","Los Angeles Clippers","Vet",33.7,97.9,16.2,7.8,4.5,0.6,0.5,1.3,2.5,11.1,4.1,6.3,1.9,2,2023-12-10
"Tim Hardaway Jr.","Dallas Mavericks","Vet",28.5,100.6,16.1,1.8,3,0.3,0.1,0.5,0.7,12.8,2.3,8.8,1.2,1.5,2023-12-10
"Spencer Dinwiddie","Brooklyn Nets","Vet",32.7,98.6,16,6.7,3.2,0.5,0.3,0.9,1.8,12.8,4,6.2,2.5,1.9,2023-12-10
"Gordon Hayward","Charlotte Hornets","Vet",32,100.3,15.8,4.4,3.6,0.9,0.3,0.9,1.9,12.7,3.4,2.8,2.5,1.7,2023-12-10
"Malik Monk","Sacramento Kings","Vet",26.6,101.4,15.7,4.8,2.7,0.5,0.3,0.7,2,11.6,2.9,6.7,2.5,1.8,2023-12-10
"Tobias Harris","Philadelphia 76ers","Vet",33.5,99.5,15.6,2.5,5.2,1.2,0.4,0.9,1.5,11.8,2.8,3,4.3,2,2023-12-10
"De'Andre Hunter","Atlanta Hawks","Vet",32.4,102.3,15.6,1.7,3.8,0.8,0.3,0.7,1.3,12.2,3.1,5.4,2.4,2.9,2023-12-10
"Dennis Schroder","Toronto Raptors","Vet",32.2,99.5,15.5,6.2,2.5,0.5,0.2,0.9,2,12.8,3.2,4.9,2.4,2.3,2023-12-10
"Derrick White","Boston Celtics","Vet",32.9,101.7,15.4,4.6,3.2,0.8,1,0.9,1.6,11.2,3,6.6,2,2.3,2023-12-10
"Brandon Miller","Charlotte Hornets","Rookie",33.7,100.8,15.4,2.4,3.7,1.2,0.6,0.8,1.7,13,2.4,5.7,3.1,2.8,2023-12-10
"OG Anunoby","Toronto Raptors","Vet",33.8,100.2,15.3,2.7,3.4,1.1,0.6,1.5,1.5,12.3,2,6.4,3.2,2.6,2023-12-10
"D'Angelo Russell","Los Angeles Lakers","Vet",28.1,102.3,15.3,5.5,2.5,0.4,0.4,0.8,1.9,12,2.2,5.5,2,1.8,2023-12-10
"Saddiq Bey","Atlanta Hawks","Vet",34,102.1,15,1.7,4.4,2.2,0.2,1,1,11.2,2.2,5.9,3.4,1.8,2023-12-10
"Cole Anthony","Orlando Magic","Vet",25.9,99.3,15,3.8,3.6,0.9,0.4,0.6,1.8,11.3,3.8,3.9,2.7,2.7,2023-12-10
"Khris Middleton","Milwaukee Bucks","Vet",25.1,102.4,14.6,4.5,3.8,0.8,0.2,0.8,1.9,11.8,2.7,4.6,1.8,2,2023-12-10
"Brook Lopez","Milwaukee Bucks","Vet",31,103.1,14.6,1.5,4.1,1.8,2.5,0.7,1,10.7,2,5.2,3,2.6,2023-12-10
"Buddy Hield","Indiana Pacers","Vet",28,104,14.6,2.8,3.5,0.8,0.4,1,1.4,11.4,1.2,7.4,2.3,2,2023-12-10
"Andrew Wiggins","Golden State Warriors","Vet",29.1,102,14.6,1.8,3.1,1.7,0.6,0.8,1.4,12.2,2.8,3.8,2.7,2.4,2023-12-10
"Immanuel Quickley","New York Knicks","Vet",24.2,96.5,14.5,2.7,2.4,0.4,0.1,0.7,1.1,11.6,3.2,6,1.4,1.6,2023-12-10
"John Collins","Utah Jazz","Vet",29.4,99.7,14.3,1.2,5.4,2,0.9,0.6,1.3,10.8,2.8,3.7,3.2,2.7,2023-12-10
"Dillon Brooks","Houston Rockets","Vet",31.7,97.9,14.2,2,2.8,0.7,0.2,0.9,1.4,11.2,2,5.6,2.4,3.5,2023-12-10
"Bam Adebayo","Miami Heat","Vet",23,98.1,14,2.6,5,1.7,0.6,0.8,1.9,11.3,4,0.3,3,2,2023-12-10
"Cameron Johnson","Brooklyn Nets","Vet",28.4,97.9,14,2.4,3.6,1,0.2,0.9,1,11.2,2,6,2.3,1.9,2023-12-10
"Eric Gordon","Phoenix Suns","Vet",31.7,98.1,13.9,2.8,1.9,0.3,0.4,0.8,1.3,10.7,1.3,6.6,2,1.6,2023-12-10
"Rudy Gobert","Minnesota Timberwolves","Vet",32.7,97.2,13.6,1.5,8.9,4,1.9,0.7,1.5,8.5,5.2,0.3,6.5,3,2023-12-10
"Jonas Valanciunas","New Orleans Pelicans","Vet",26.3,99.5,13.6,1.9,7.1,2.8,1,0.4,1.5,9.7,2.8,1.8,3.8,3.1,2023-12-10
"Jrue Holiday","Boston Celtics","Vet",34.1,99.7,13.3,5.4,4.7,1.3,0.5,1.2,2.1,11,1.6,4.8,2.6,1.8,2023-12-10
"Aaron Gordon","Denver Nuggets","Vet",31.8,99.1,13.2,3.1,4.2,2.4,0.7,0.7,1.4,10.3,3.2,2.2,5.1,2,2023-12-10
"Max Strus","Cleveland Cavaliers","Vet",31.9,99.7,13.2,3.2,3.9,0.7,0.4,0.7,1.2,11,1.4,7,2.4,2.4,2023-12-10
"De'Anthony Melton","Philadelphia 76ers","Vet",29.5,100,13.1,3.3,3.3,0.8,0.6,1.5,1.5,10.2,2.2,6.1,2.4,2.5,2023-12-10
"Naz Reid","Minnesota Timberwolves","Vet",22.6,99.2,13.1,1.3,4.1,1.2,0.7,0.7,1.1,10.3,1.9,4.5,3,2.2,2023-12-10
"Bruce Brown","Indiana Pacers","Vet",30.9,104,13,2.7,3.8,0.8,0.5,1.2,1.2,9.6,2.2,3.4,2.7,2.5,2023-12-10
"Josh Giddey","Oklahoma City Thunder","Vet",25.7,101.6,13,4.5,4.6,1.5,0.4,0.7,2,11.6,1.5,3.3,4.1,1.5,2023-12-10
"Bradley Beal","Phoenix Suns","Vet",20.3,98.6,12.9,3.1,2.2,0.5,0.3,0.6,1.8,10.6,2.7,3.1,2.4,1.6,2023-12-10
"Keegan Murray","Sacramento Kings","Sophomore",30.3,99.7,12.9,1.6,4,1.3,0.4,0.8,0.8,11.1,1.2,6.3,1.9,2.2,2023-12-10
"Jabari Smith Jr.","Houston Rockets","Sophomore",30.7,97.8,12.9,1.9,6.3,2,0.8,0.6,1.2,10.2,2,4.2,2.7,2.7,2023-12-10
"P.J. Washington","Charlotte Hornets","Vet",27.2,100.7,12.8,2.1,3.5,0.9,0.9,0.8,1.3,10.7,1.8,6,2.2,2.5,2023-12-10
"Jusuf Nurkic","Phoenix Suns","Vet",27.3,98.4,12.7,3.4,6.5,2.7,1,0.9,1.9,9.6,3.6,2.6,4.5,3.4,2023-12-10
"Trey Murphy III","New Orleans Pelicans","Vet",24.9,98.9,12.7,1.2,2.2,0.5,0.4,0.8,0.6,10,2.2,6.4,2,1.6,2023-12-10
"Norman Powell","Los Angeles Clippers","Vet",24.6,99.9,12.7,1.4,2,0.4,0.3,0.7,1,9.2,3,4.3,1.7,1.9,2023-12-10
"Mike Conley","Minnesota Timberwolves","Vet",31,97.7,12.6,6.2,2.6,0.5,0.2,1.1,1.5,9.3,2.1,5.8,0.8,1.9,2023-12-10
"Ivica Zubac","Los Angeles Clippers","Vet",28.4,97.7,12.6,1.2,6.5,3.3,1.3,0.4,1.5,8.8,3.4,0.3,4.6,2.8,2023-12-10
"Obi Toppin","Indiana Pacers","Vet",24.9,104.4,12.5,1.6,2.9,1.1,0.5,0.6,0.8,8.7,1.8,4.2,3.7,2,2023-12-10
"Malik Beasley","Milwaukee Bucks","Vet",30.5,103.3,12.5,1.5,3.4,0.6,0.1,0.8,0.8,9.7,0.6,6.9,0.7,1.8,2023-12-10
"Bennedict Mathurin","Indiana Pacers","Sophomore",22.9,103.2,12.4,1.6,2.5,1,0.2,0.5,1.3,9.7,3.5,3,3.4,1.9,2023-12-10
"Austin Reaves","Los Angeles Lakers","Vet",24.6,100.9,12.3,3.9,2.8,0.6,0.1,0.6,1.6,9,3.2,4.1,1.7,1.4,2023-12-10
"Zach Collins","San Antonio Spurs","Vet",24.7,101.1,12.2,3.3,4.3,1.8,0.7,0.6,2,9.6,2.5,3.6,2.5,3,2023-12-10
"Kelly Oubre Jr.","Philadelphia 76ers","Vet",22.6,100.6,12,0.9,2.7,1,0.3,0.9,0.8,9.2,2.9,4,3.3,2.2,2023-12-10
"Jarrett Allen","Cleveland Cavaliers","Vet",28.1,99.6,11.9,2,5.6,3.2,1,0.6,1.3,7.9,2.9,0.3,5.1,2.2,2023-12-10
"Harrison Barnes","Sacramento Kings","Vet",31.4,100.4,11.9,1.6,2.9,1.1,0.2,0.7,0.8,8.7,3,4.5,2,1.1,2023-12-10
"Killian Hayes","Detroit Pistons","Vet",29.1,99.5,11.9,5.2,2.9,0.4,0.5,1.3,1.5,10.5,1.9,2.9,1.1,2.4,2023-12-10
"Kevin Huerter","Sacramento Kings","Vet",26.5,100.2,11.8,2.7,3.3,0.5,0.4,0.8,0.9,9.9,1,6.3,1.3,2.2,2023-12-10
"Santi Aldama","Memphis Grizzlies","Vet",25.1,98,11.8,2,4.4,1.5,0.6,0.6,1.2,9.8,2.3,4.7,2.9,1.8,2023-12-10
"Patrick Williams","Chicago Bulls","Vet",30.5,96.5,11.8,1.7,3.5,1.1,1.1,1,1.2,9.4,1.8,3.9,2.8,1.8,2023-12-10
"Deni Avdija","Washington Wizards","Vet",27.5,102,11.8,3.7,5,1.1,0.4,0.8,1.8,9.1,2.3,3.2,3.4,2.4,2023-12-10
"Nicolas Claxton","Brooklyn Nets","Vet",28,98.2,11.7,1.8,6.5,2.7,2.1,0.7,1.1,7.9,3,0.3,5.2,2.5,2023-12-10
"Herbert Jones","New Orleans Pelicans","Vet",29.6,99.7,11.7,2.5,2.9,1.4,0.9,1.6,1.4,8.2,2.6,3.4,3.6,3,2023-12-10
"Caleb Martin","Miami Heat","Vet",25.8,98.6,11.7,1.9,3.4,1,0.4,0.9,1.2,9.6,1.6,4.4,2.4,1.8,2023-12-10
"Derrick Jones Jr.","Dallas Mavericks","Vet",28.7,101.8,11.7,1.4,3.1,1.6,0.9,0.8,0.8,8.5,1.8,5,2.8,2.2,2023-12-10
"Tyler Herro","Miami Heat","Vet",18.8,99.2,11.7,2.5,2.5,0.3,0.1,0.5,1.4,9.8,1.8,4.3,1.2,1,2023-12-10
"Tyus Jones","Washington Wizards","Vet",27.6,103.7,11.7,5,2.6,0.4,0.2,1.2,1,9.6,1.3,3.3,1.7,0.9,2023-12-10
"Jaden Ivey","Detroit Pistons","Sophomore",23.7,100.7,11.7,3.5,2.1,0.7,0.3,0.7,1.9,9,3.2,3.3,2.7,2.6,2023-12-10
"Clint Capela","Atlanta Hawks","Vet",26.4,102.8,11.6,1.2,6.6,4.1,1.4,0.7,1,8.3,2.5,0.3,6.7,2.4,2023-12-10
"Jeremy Sochan","San Antonio Spurs","Sophomore",27.8,101.8,11.6,3.7,3.7,1.4,0.3,0.7,2,9.6,2,2.5,3.3,2.6,2023-12-10
"Mark Williams","Charlotte Hornets","Sophomore",25.6,99.8,11.3,1.1,5.7,3.3,1.2,0.8,1.1,7.6,3,0.3,5.5,2.6,2023-12-10
"Gary Trent Jr.","Toronto Raptors","Vet",23.7,98.6,11.2,1.5,1.7,0.3,0.1,1,0.6,9.6,1.6,5.1,1.2,1.2,2023-12-10
"Reggie Jackson","Denver Nuggets","Vet",22.4,99.3,11.2,3.9,1.8,0.3,0.2,0.6,1.6,9.2,1.5,3.6,2.1,1.7,2023-12-10
"Duncan Robinson","Miami Heat","Vet",24.9,98.5,11.1,2.4,2,0.3,0.2,0.5,1.1,9,1.1,5.7,1.6,2.2,2023-12-10
"Moritz Wagner","Orlando Magic","Vet",18.8,99.8,11.1,1.3,3.1,1.4,0.3,0.5,1.2,7.2,3.1,1.7,3.8,2.3,2023-12-10
"Luguentz Dort","Oklahoma City Thunder","Vet",29,102.5,11.1,1.6,2.9,1.5,0.5,0.9,0.9,8.6,2.8,4.3,3,3,2023-12-10
"Keyonte George","Utah Jazz","Rookie",24.1,98.6,11,4.3,2.3,0.5,0.1,0.6,2.3,9.2,2.6,4.6,1,1.3,2023-12-10
"Jaime Jaquez Jr.","Miami Heat","Rookie",24.8,98.2,10.9,2.3,2.5,1,0.2,0.8,1.5,8.5,1.7,2.8,2.7,2.1,2023-12-10
"Kentavious Caldwell-Pope","Denver Nuggets","Vet",32,98.4,10.7,2.3,2,0.5,0.4,1.3,1,8.2,1.7,3.9,1.7,1.9,2023-12-10
"Dante Exum","Dallas Mavericks","Vet",25.8,101.7,10.7,4,3.5,1,0.3,0.7,1.4,8.7,2.2,2.9,3.7,2,2023-12-10
"Jakob Poeltl","Toronto Raptors","Vet",27.1,98.9,10.5,2.3,5.8,3.2,1.3,0.8,1.3,7.1,2,0.3,4.3,2.7,2023-12-10
"Corey Kispert","Washington Wizards","Vet",22.2,101.5,10.5,1.4,2.1,0.4,0.2,0.4,0.8,8,1.5,5.1,1.8,1.4,2023-12-10
"Bobby Portis","Milwaukee Bucks","Vet",21.5,101.9,10.2,1,5.2,1.8,0.4,0.5,0.7,8.6,1.3,2.6,2.1,1.9,2023-12-10
"Russell Westbrook","Los Angeles Clippers","Vet",19.8,99.9,10.2,4,3.4,1.1,0.3,0.7,1.8,8.4,2.5,2.2,3.2,1.8,2023-12-10
"Isaiah Stewart","Detroit Pistons","Vet",28.8,100,10.2,1.5,5.3,2.1,0.7,0.4,1.1,8.1,1.8,4.1,3,2.4,2023-12-10
"Daniel Gafford","Washington Wizards","Vet",24.3,102.9,10.1,1.7,4.4,2.6,1.6,0.6,1.2,6.5,2.5,0.2,4,3,2023-12-10
"Collin Sexton","Utah Jazz","Vet",17.3,100.3,10.1,2.7,1.4,0.6,0.1,0.4,1.5,7.7,2.7,2.9,1.9,1.5,2023-12-10
"Aaron Nesmith","Indiana Pacers","Vet",23.7,103.1,10,1.3,2.4,0.9,0.5,0.8,0.8,7.2,1.9,3.8,2.1,3,2023-12-10
"Kyle Lowry","Miami Heat","Vet",28,98.5,9.9,4.4,3.2,0.7,0.4,1,1.5,7.4,1.3,5.1,0.8,2.5,2023-12-10
"Draymond Green","Golden State Warriors","Vet",28.1,101.9,9.8,6.5,5,1.2,0.8,1,2.6,7.4,1.9,2.8,2.4,3.1,2023-12-10
"Marvin Bagley III","Detroit Pistons","Vet",18.9,99.1,9.7,1.1,3.3,1.9,0.6,0.3,1,7,2.4,0.5,3.4,1.6,2023-12-10
"Donte DiVincenzo","New York Knicks","Vet",22.8,98,9.6,2.3,2.6,0.8,0.2,1,1,7.6,0.9,5.7,1.2,1.6,2023-12-10
"Nickeil Alexander-Walker","Minnesota Timberwolves","Vet",28.3,99.5,9.6,2.8,2.3,0.5,0.6,0.9,1.1,8,0.9,5.4,1.2,2.1,2023-12-10
"Jonathan Kuminga","Golden State Warriors","Vet",16.9,99.9,9.5,1.2,2.1,0.8,0.3,0.5,1,7.5,2.4,2.3,2.3,1.9,2023-12-10
"Tre Jones","San Antonio Spurs","Vet",24.2,101.6,9.5,5.3,2.4,0.6,0.2,1,1.2,7.7,1.8,2.4,2.3,1.4,2023-12-10
"Walker Kessler","Utah Jazz","Sophomore",24.2,98.4,9.4,1.2,5.2,3.2,2.2,0.4,0.9,6.8,1.8,0.4,4.8,2.2,2023-12-10
"David Roddy","Memphis Grizzlies","Sophomore",25.3,99.2,9.3,1.3,3.3,1,0.4,0.6,0.9,8,1,3.9,2.7,1.6,2023-12-10
"Derrick Rose","Memphis Grizzlies","Vet",20.6,99.2,9.3,3.7,1.6,0.5,0.2,0.6,1.6,8.2,1.1,2.2,2.3,1.2,2023-12-10
"Josh Richardson","Miami Heat","Vet",24.1,99.1,9.2,2.5,2,0.6,0.3,0.8,1,7.4,1.3,4,1.2,1.8,2023-12-10
"Isaiah Joe","Oklahoma City Thunder","Vet",20.1,101.5,9,1.2,2,0.3,0.2,0.7,0.5,7,1.3,5.3,0.5,1.4,2023-12-10
"Talen Horton-Tucker","Utah Jazz","Vet",18.1,100.5,9,3.5,2,0.4,0.3,0.6,1.4,7.8,1.7,3.3,1.7,1.7,2023-12-10
"Jerami Grant","Portland Trail Blazers","Vet",15.1,98.6,8.9,1.1,1.5,0.3,0.4,0.3,0.9,6.8,2.4,2.8,1.5,1,2023-12-10
"Caris LeVert","Cleveland Cavaliers","Vet",19,98.7,8.9,2.1,1.9,0.4,0.2,0.6,1,7.6,1.7,3.5,1.7,1.3,2023-12-10
"Josh Hart","New York Knicks","Vet",27.4,95.9,8.8,2.7,4.9,1.2,0.3,0.9,1,6.7,1.3,3,2.2,2.1,2023-12-10
"Alec Burks","Detroit Pistons","Vet",16.1,101,8.8,1.5,1.9,0.4,0.1,0.5,0.6,7,2.4,4.2,0.7,1.4,2023-12-10
"Rui Hachimura","Los Angeles Lakers","Vet",18.7,100.2,8.8,0.9,2.4,0.6,0.2,0.4,0.6,6.8,1.5,2.3,2.1,1.2,2023-12-10
