"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"CJ McCollum","New Orleans Pelicans","Vet",36.1,95,21.9,4.9,3.9,0.6,0.5,1,2.1,18.3,2.6,9.4,2.3,1.9,2024-06-30
"Paolo Banchero","Orlando Magic","Sophomore",35,94.7,21.6,5.4,5.8,0.9,0.6,0.9,3.1,17.1,6.7,4.7,4.5,2,2024-06-30
"RJ Barrett","Toronto Raptors","Vet",34,100,20.9,4,4.8,1.1,0.4,0.7,2.7,15.7,5.5,3.6,7,2.4,2024-06-30
"Anthony Davis","Los Angeles Lakers","Vet",30.7,99.9,20.4,2.7,8.5,2.8,2,1.1,1.8,14.2,5.4,1.2,5.9,2.1,2024-06-30
"Deandre Ayton","Portland Trail Blazers","Vet",34.2,95.8,20.1,2,8.2,3.3,0.9,0.9,1.8,16.5,2.4,0.3,4.6,2.2,2024-06-30
"Collin Sexton","Utah Jazz","Vet",30.1,97.1,20,5.6,2,0.9,0.2,0.9,2.5,15.1,5.1,4.3,3.2,2.1,2024-06-30
"Miles Bridges","Charlotte Hornets","Vet",37.3,95.1,19.8,3.4,6.2,1,0.5,0.9,1.9,16.5,3,6.5,5.3,1.7,2024-06-30
"Pascal Siakam","Indiana Pacers","Vet",29.7,98.4,19.6,3.3,5.1,1.8,0.3,0.8,1.7,14.7,4.7,1.9,5.2,2.2,2024-06-30
"Kristaps Porzingis","Boston Celtics","Vet",29.9,96.8,19.3,2.2,5.7,1.8,1.8,0.8,1.6,13.4,5.1,4.8,3.3,2.7,2024-06-30
"Jamal Murray","Denver Nuggets","Vet",31,95.3,19.3,6,3.3,0.7,0.5,1,2.3,15.3,3.2,4.9,3.3,1.8,2024-06-30
"Jimmy Butler","Miami Heat","Vet",33.8,94.3,19.2,5,3.7,1.5,0.3,1.5,1.7,13,6.7,2.5,3.8,1.3,2024-06-30
"GG Jackson","Memphis Grizzlies","Rookie",35,96.9,19.2,2.5,4.3,1.2,0.5,0.8,2.3,15.9,4,7.4,4.5,1.6,2024-06-30
"Jordan Poole","Washington Wizards","Vet",32.5,100.7,19,5.6,2.7,0.5,0.3,1.1,2.9,16.3,3.1,8,2.8,2.9,2024-06-30
"Domantas Sabonis","Sacramento Kings","Vet",34.6,96.2,18.4,7.5,10.5,3.5,0.6,0.9,3.2,12.8,5.1,0.9,6.5,2.8,2024-06-30
"Brandon Miller","Charlotte Hornets","Rookie",33.5,95.5,18.4,2.5,3.6,0.7,0.6,1,1.8,14.9,2.5,7.2,2,2.4,2024-06-30
"D'Angelo Russell","Los Angeles Lakers","Vet",32.1,100.4,17.6,6,2.9,0.5,0.4,1,2.1,13.8,2.3,7.8,1.7,1.8,2024-06-30
"Gary Trent Jr.","Toronto Raptors","Vet",31.9,98.8,17.5,2.1,2.9,0.4,0.1,1.4,1,14.4,1.9,7.1,1.9,1.5,2024-06-30
"Bam Adebayo","Miami Heat","Vet",33,93.9,17.4,3.7,8,2.1,0.8,1.1,2.2,13.4,4.3,1.3,3.7,2.2,2024-06-30
"Dalano Banton","Portland Trail Blazers","Vet",31.6,96.3,17.4,4.4,4,1.1,0.5,1.1,2.5,15.4,3.7,6.2,4.3,2.1,2024-06-30
"Kelly Oubre Jr.","Philadelphia 76ers","Vet",32.4,96.1,17.3,1.9,3.9,1.3,0.6,1.3,1.8,14,3.9,4.9,4.7,2.8,2024-06-30
"Scoot Henderson","Portland Trail Blazers","Rookie",33.4,97.6,17.3,6.8,2.9,0.8,0.2,1,3.6,15,3.8,5.2,3.5,3.1,2024-06-30
"Donte DiVincenzo","New York Knicks","Vet",33.8,93.1,17.2,3,3.2,0.8,0.5,1.6,1.6,13.9,1.7,10,2.3,2.3,2024-06-30
"Coby White","Chicago Bulls","Vet",34.7,94.9,17.1,4.8,3.7,0.5,0.2,0.8,2.1,13.7,3.4,6.4,3.9,2.2,2024-06-30
"Darius Garland","Cleveland Cavaliers","Vet",32.4,95.2,17,6.6,2.2,0.5,0.1,1.2,2.7,13.9,2.7,6.3,2.5,1.7,2024-06-30
"Malaki Branham","San Antonio Spurs","Sophomore",36.5,99.7,17,3.3,3,0.7,0.2,0.8,1.9,14.6,1.9,6.8,3.4,1.9,2024-06-30
"Franz Wagner","Orlando Magic","Vet",29.8,94.7,16.9,3,3.6,1,0.4,0.9,1.8,12.5,4.3,3.6,5.2,2.1,2024-06-30
"Naz Reid","Minnesota Timberwolves","Vet",30.6,95.8,16.9,1.9,5.8,1.2,1.2,1,1.8,12.9,2.3,6.6,3,2.6,2024-06-30
"Klay Thompson","Golden State Warriors","Vet",28.2,98.6,16.8,2.2,2.8,0.4,0.3,0.7,1.3,14.1,1.3,9,1,1.4,2024-06-30
"Bogdan Bogdanovic","Atlanta Hawks","Vet",32.4,97.7,16.7,3.4,3,0.7,0.4,1.2,1.7,13.1,2,7.1,2.2,2.2,2024-06-30
"Michael Porter Jr.","Denver Nuggets","Vet",31.5,96.2,16.5,1.6,5.4,1.2,0.5,0.6,1.1,12.8,1.5,6.7,2.4,1.7,2024-06-30
"Fred VanVleet","Houston Rockets","Vet",36.2,97.3,16.4,7.7,3.1,0.5,0.6,1.6,1.9,13.2,2.9,7.7,1.5,2.4,2024-06-30
"Tyrese Haliburton","Indiana Pacers","Vet",30.5,98.6,16.4,8.5,3,0.5,0.6,1.3,2,12.8,2.5,6.9,2.1,1.1,2024-06-30
"Jaden Ivey","Detroit Pistons","Sophomore",30.1,99,16.4,4.5,2.5,0.9,0.4,0.8,2.6,14,3.8,5.3,3.4,2.6,2024-06-30
"Terry Rozier","Miami Heat","Vet",29.8,94.8,16.3,4.1,3,0.4,0.3,1,1.4,13.6,2.2,6.1,2.3,1.5,2024-06-30
"Tyler Herro","Miami Heat","Vet",28.7,94.3,16.2,3.7,4,0.4,0.2,0.7,1.8,13.9,2.1,6.6,1.5,1.3,2024-06-30
"Deni Avdija","Washington Wizards","Vet",33.6,100.9,16.2,3.7,6.8,1.4,0.5,1,2.4,12.3,4.5,3.5,5,2.7,2024-06-30
"Jonathan Kuminga","Golden State Warriors","Vet",27.4,98.1,16.2,2.4,3.8,1.3,0.5,0.8,1.9,12.4,4.1,1.8,4.3,2.6,2024-06-30
"Jalen Johnson","Atlanta Hawks","Vet",33.2,99.9,16,3.7,7.1,1.3,0.8,1.2,2.1,13.3,2.8,3.9,4.6,2.2,2024-06-30
"Bradley Beal","Phoenix Suns","Vet",33.1,96.7,15.9,5.2,3,0.9,0.4,1,2.5,12.4,2,4.6,2.8,2.3,2024-06-30
"Keegan Murray","Sacramento Kings","Sophomore",35,96.3,15.9,2,4.1,1.3,0.9,1,1,12.8,1.6,7,2.1,2.6,2024-06-30
"De'Andre Hunter","Atlanta Hawks","Vet",30.5,98,15.9,1.8,3.4,0.5,0.3,0.7,1.5,12.2,3.3,5.9,1.9,2.3,2024-06-30
"Nikola Vucevic","Chicago Bulls","Vet",30.6,94.6,15.8,3,7.1,2.2,0.8,0.7,1.5,13.2,1.6,3.5,3,2.1,2024-06-30
"Keyonte George","Utah Jazz","Rookie",32.5,97.7,15.8,5,2.9,0.3,0.1,0.7,2.7,13.6,3.8,6.7,1.3,1.5,2024-06-30
"Jarrett Allen","Cleveland Cavaliers","Vet",31.7,95.3,15.7,2.4,7.5,3,0.9,0.7,1.6,10.7,4.3,0.2,6.3,1.8,2024-06-30
"Chet Holmgren","Oklahoma City Thunder","Sophomore",29,99,15.5,1.8,6.3,1.5,2.1,0.7,1.5,11.3,3.7,4.4,3.7,2.2,2024-06-30
"Scotty Pippen Jr.","Memphis Grizzlies","Sophomore",32.1,98,15.4,5.9,2.6,1,0.6,1.7,3,12.8,3.4,4.6,3.6,2.7,2024-06-30
"James Harden","Los Angeles Clippers","Vet",33.9,94.6,15.3,8.3,4.7,0.6,0.6,1.2,2.7,11.5,4.2,6.8,1.9,1.7,2024-06-30
"Trey Murphy III","New Orleans Pelicans","Vet",34.2,96.1,15.3,2.6,4.6,1,0.5,1.1,1,11.7,2.6,7.8,2,1.6,2024-06-30
"Myles Turner","Indiana Pacers","Vet",26.4,98.3,15.2,1.3,5.3,1.2,1.7,0.6,1.3,11.2,3.7,4.3,2.9,2.8,2024-06-30
"Mikal Bridges","Brooklyn Nets","Vet",32.4,95.4,15.1,3.2,3.2,0.7,0.3,1,1.6,12.9,2.4,7.2,1.8,1.3,2024-06-30
"Corey Kispert","Washington Wizards","Vet",32.9,100.4,15,2.2,3.1,0.5,0.3,0.7,1.4,11.4,2.2,6.6,2.7,2,2024-06-30
"Josh Giddey","Oklahoma City Thunder","Vet",28.8,98.8,14.8,5.9,6,1.7,0.5,0.8,2.4,11.8,2.2,3.1,4.4,1.6,2024-06-30
"Ayo Dosunmu","Chicago Bulls","Vet",34.7,95.3,14.8,4,2.7,0.8,0.5,1.1,2,11.6,1.9,4.8,4.3,2.4,2024-06-30
"Evan Mobley","Cleveland Cavaliers","Vet",28.9,96.9,14.4,3,6.3,2,1.3,0.8,1.9,10.4,3.4,1.7,4.7,2.4,2024-06-30
"Rui Hachimura","Los Angeles Lakers","Vet",29.4,99.2,14.3,1.4,3.8,1,0.4,0.6,0.8,10.5,1.9,3.9,3.2,1.7,2024-06-30
"Jabari Smith Jr.","Houston Rockets","Sophomore",32.5,96.7,14.3,1.6,6.1,1.5,0.8,0.8,1.2,11.2,2.3,5.8,2.2,2.5,2024-06-30
"Derrick White","Boston Celtics","Vet",32.7,95.3,14.1,5,3.4,0.7,1,0.9,1.6,11.2,1.8,6.9,1.5,2,2024-06-30
"Austin Reaves","Los Angeles Lakers","Vet",31.2,99.7,14,5.3,3.4,0.7,0.3,0.8,1.9,10.7,3,5,2.3,1.7,2024-06-30
"Norman Powell","Los Angeles Clippers","Vet",26.9,96.7,14,1.3,2.3,0.4,0.3,0.7,0.9,10.4,2.4,5.6,1.8,1.7,2024-06-30
"P.J. Washington","Dallas Mavericks","Vet",34.7,98.1,13.8,1.9,5.2,1.2,1,1.1,1.2,11.2,1.9,6.3,2.5,2.4,2024-06-30
"Khris Middleton","Milwaukee Bucks","Vet",25.9,98.4,13.2,4.6,3.6,0.8,0.2,0.9,2.1,10.4,1.9,4.1,1,2.3,2024-06-30
"Grayson Allen","Phoenix Suns","Vet",32.9,97,12.9,2.7,3.1,0.6,0.5,0.9,1.2,9.1,1.7,6.4,1.7,1.9,2024-06-30
"Cam Whitmore","Houston Rockets","Rookie",21,97.8,12.9,0.7,3.1,1.1,0.4,0.7,1.1,10.5,2.6,4.8,3.2,1.5,2024-06-30
"Brandon Clarke","Memphis Grizzlies","Vet",25.7,97.5,12.8,2.1,4.6,2.5,0.9,0.9,1.3,10.5,2.8,0.7,4,2.2,2024-06-30
"Kelly Olynyk","Toronto Raptors","Vet",28.9,99.8,12.8,5.3,4.8,1.7,0.6,1.2,2.5,9,3.1,2.8,3.1,3.5,2024-06-30
"Bobby Portis","Milwaukee Bucks","Vet",22.7,96.1,12.8,1.3,5.3,1.6,0.3,0.6,1,10.6,1.5,2.9,2.4,1.9,2024-06-30
"Jordan Goodwin","Memphis Grizzlies","Vet",32,95.3,12.8,5.5,4.6,2,0.5,1.4,2.2,12.2,2.2,3.9,2.8,2.1,2024-06-30
"Tre Jones","San Antonio Spurs","Vet",35.3,98.3,12.7,7.3,3.6,1,0.2,1.3,2,9.7,2.1,3,3.4,1.6,2024-06-30
"Dillon Brooks","Houston Rockets","Vet",31.5,98,12.6,1.7,2.7,0.7,0.2,0.9,1.2,10.2,1.8,5.6,2,3,2024-06-30
"Grant Williams","Charlotte Hornets","Vet",31.4,95.3,12.6,3.2,3.6,1.3,0.5,0.7,2.1,9.7,2.6,4.2,2.5,2.8,2024-06-30
"Dennis Schroder","Brooklyn Nets","Vet",28.3,94,12.5,5.3,2.5,0.4,0.2,0.8,2,10.5,2.4,4.2,2.2,1.9,2024-06-30
"Aaron Nesmith","Indiana Pacers","Vet",30.4,98.3,12.4,1.8,3.1,1,0.6,1,1.1,9.4,2.1,4.9,2.6,3.4,2024-06-30
"Rudy Gobert","Minnesota Timberwolves","Vet",33.4,94,12.2,1.4,8.6,3.7,1.9,0.7,1.6,7.5,4.5,0.2,6.1,3,2024-06-30
"Jalen Suggs","Orlando Magic","Vet",27.7,95.7,11.9,3,2.3,0.7,0.6,1.4,1.9,9.1,2.1,4.9,2.3,2.5,2024-06-30
"Jabari Walker","Portland Trail Blazers","Sophomore",32.8,96.7,11.9,1.8,7.2,2.8,0.3,0.8,1.5,9.8,3,2.3,4.6,2.8,2024-06-30
"Vasilije Micic","Charlotte Hornets","Rookie",29.7,94.8,11.6,6.6,2,0.5,0.1,0.9,2.5,9.7,2.1,4.1,2.9,1.7,2024-06-30
"OG Anunoby","New York Knicks","Vet",30.9,95,11.5,1.7,3.1,0.9,0.6,1.4,1.3,9.3,1.5,4,2.9,2.1,2024-06-30
"Wendell Carter Jr.","Orlando Magic","Vet",28.1,94.6,11.5,2,5.7,2,0.6,0.7,1.4,8.4,2.6,3.6,2.8,2.3,2024-06-30
"Caris LeVert","Cleveland Cavaliers","Vet",25.6,95.9,11.4,4.4,3.1,0.6,0.4,1,1.7,9.1,2.3,3.8,2.8,1.7,2024-06-30
"Clint Capela","Atlanta Hawks","Vet",25.9,98.5,11.2,1.3,6.4,3.8,1.3,0.7,1.2,8.1,2.9,0.2,7,2.2,2024-06-30
"Julian Champagnie","San Antonio Spurs","Sophomore",32.7,98.6,11.2,2.3,3.9,1,0.8,1,1.2,8.8,2.1,5.4,2.2,1.7,2024-06-30
"Zach Collins","San Antonio Spurs","Vet",21.4,97.8,11.2,2.6,3.7,1.8,0.8,0.5,1.8,9.1,2.6,1.9,3,2.9,2024-06-30
"Ivica Zubac","Los Angeles Clippers","Vet",27.5,94.5,11.1,1.6,6.7,3.1,1.1,0.5,1.3,7.6,2.5,0.2,4.1,2.6,2024-06-30
"T.J. McConnell","Indiana Pacers","Vet",20.4,98.7,11.1,5.2,2.3,0.6,0.2,1.1,1.7,9.8,1.3,0.8,2.9,1.3,2024-06-30
"Russell Westbrook","Los Angeles Clippers","Vet",21.5,98.1,11,4.1,3.1,1.3,0.3,0.9,2,9.1,2.4,1.9,4,1.6,2024-06-30
"Herbert Jones","New Orleans Pelicans","Vet",33.3,95.4,10.9,2.7,2.9,1,0.8,1.6,1.3,7.4,1.9,3.5,2.6,2.9,2024-06-30
"Brook Lopez","Milwaukee Bucks","Vet",27.5,98.8,10.9,1.3,3.4,1.4,1.9,0.6,1,7.9,1.4,4.5,2.1,2.1,2024-06-30
"Mike Conley","Minnesota Timberwolves","Vet",27.2,94.2,10.9,5.5,2.1,0.5,0.2,1.1,1.4,8.3,1.6,4.9,0.9,1.6,2024-06-30
"Max Strus","Cleveland Cavaliers","Vet",30.5,96.5,10.9,3.8,3.4,0.9,0.3,0.8,1.5,8.6,1.2,5.8,1.9,2.1,2024-06-30
"Devonte' Graham","San Antonio Spurs","Vet",26.5,97,10.9,4,2.3,0.3,0.2,0.8,1.4,9.3,1.9,7.1,0.8,1.4,2024-06-30
"Payton Pritchard","Boston Celtics","Vet",25.1,92.9,10.7,3.7,2.5,0.8,0.1,0.6,1.1,8.7,0.9,4.9,1.5,1.4,2024-06-30
"Luguentz Dort","Oklahoma City Thunder","Vet",28.5,98.7,10.7,1.4,2.7,0.9,0.4,0.9,1,8.3,2.1,5.1,1.6,2.7,2024-06-30
"Harrison Barnes","Sacramento Kings","Vet",24.9,97.1,10.6,1.1,2.1,0.7,0.2,0.6,0.8,8.1,2.1,4.2,1.7,1,2024-06-30
"Tre Mann","Charlotte Hornets","Vet",29.4,94.7,10.6,4.7,3.5,0.6,0.2,1.2,2,8.7,1.7,3.5,2.2,1.7,2024-06-30
"Johnny Juzang","Utah Jazz","Sophomore",28.8,94.8,10.6,1.6,2.7,0.8,0.2,0.6,0.8,9,0.8,6.3,1.2,2.1,2024-06-30
"Jrue Holiday","Boston Celtics","Vet",29.7,95.7,10.5,4.4,3.3,0.9,0.5,1,1.6,8.3,0.7,4.5,1.4,1.5,2024-06-30
"Trey Jemison","Memphis Grizzlies","Rookie",29.7,95,10.5,1.4,4.1,3.4,1.3,0.7,2,8.4,2.2,0.3,4.2,3,2024-06-30
"Tim Hardaway Jr.","Dallas Mavericks","Vet",22.1,98.4,10.3,1.6,2.3,0.2,0.1,0.5,0.7,8.7,1.5,5.5,1,1.2,2024-06-30
"Brice Sensabaugh","Utah Jazz","Rookie",26.3,97.7,10.3,2.6,3.7,0.7,0.3,0.8,2,9.1,1.3,4.8,0.8,1.9,2024-06-30
"Jaden McDaniels","Minnesota Timberwolves","Vet",28.5,94.8,10.2,1.4,2.5,0.9,0.6,0.9,1.3,8.5,1.3,3.1,2,2.7,2024-06-30
"Gradey Dick","Toronto Raptors","Rookie",23.9,99.9,10.2,1.2,2.1,0.5,0.1,0.7,0.9,8.5,1.2,4.3,1.7,1.6,2024-06-30
"Marcus Sasser","Detroit Pistons","Rookie",26.4,98.5,10.1,4.5,2.2,0.2,0.2,0.9,1.6,9.2,1.1,4.5,0.9,1.9,2024-06-30
"Jusuf Nurkic","Phoenix Suns","Vet",26.7,98,9.9,3.9,8,3.3,0.9,1,2.3,7.3,3.3,0.5,4.6,3.1,2024-06-30
"Josh Hart","New York Knicks","Vet",35.3,92.4,9.9,4.9,6.8,1.7,0.3,1.1,1.9,8.5,1.7,2.8,3.4,2.2,2024-06-30
"Cole Anthony","Orlando Magic","Vet",19.8,93.4,9.8,2.3,2.7,0.6,0.4,0.6,1.2,8.3,1.9,3.4,1.4,1.8,2024-06-30
"Kentavious Caldwell-Pope","Denver Nuggets","Vet",30.8,96.7,9.7,2.1,2.2,0.4,0.5,1.3,0.9,7.6,1.1,4.7,1.2,1.9,2024-06-30
"Malik Beasley","Milwaukee Bucks","Vet",27.1,98.5,9.7,1.3,2.6,0.4,0.1,0.7,0.7,8.2,0.5,6.6,0.5,1.8,2024-06-30
"Caleb Martin","Miami Heat","Vet",27.3,92.8,9.7,2.1,3.1,1,0.4,0.8,1.1,8.1,1.5,3.8,2,1.9,2024-06-30
"Daniel Gafford","Dallas Mavericks","Vet",23.3,98.4,9.6,1.5,4.6,2.5,1.7,0.7,1,6.1,2.1,0.2,4.5,2.9,2024-06-30
"Amen Thompson","Houston Rockets","Rookie",22.2,98.8,9.6,2.3,4.1,2.4,0.5,1.2,1.5,7.3,2.7,0.5,4.7,2.2,2024-06-30
"Miles McBride","New York Knicks","Vet",25.1,92.1,9.6,1.9,1.5,0.5,0.2,1,0.6,7.7,1,4.8,1.5,1.9,2024-06-30
"Jonas Valanciunas","New Orleans Pelicans","Vet",18.2,95.5,9.3,1.5,5.3,1.9,0.6,0.3,1.2,6.9,1.9,1,2.5,2.2,2024-06-30
"Trayce Jackson-Davis","Golden State Warriors","Rookie",21.8,96.7,9.3,1.4,3.9,2.5,1.3,0.6,1,6.4,1.9,0.1,4.4,2,2024-06-30
"Andre Drummond","Chicago Bulls","Vet",19.3,94.4,9.2,0.6,5.7,2.8,0.7,1,1.2,6.5,3,0.1,5.3,2.1,2024-06-30
"Terance Mann","Los Angeles Clippers","Vet",25.3,94.1,9.2,1.5,2.3,1.1,0.2,0.6,0.8,6.7,1.4,2.7,2.3,1.9,2024-06-30
"Andrew Nembhard","Indiana Pacers","Sophomore",26.9,98.5,9.2,3.5,1.9,0.5,0.2,1,1.3,7.5,0.8,2.5,1.7,2.1,2024-06-30
"Taylor Hendricks","Utah Jazz","Rookie",26.2,97.5,9.1,1,4.2,1.3,0.8,0.7,0.9,7.5,1,4.7,1.3,2.3,2024-06-30
"Nikola Jovic","Miami Heat","Sophomore",23.1,95.3,9,2,3.9,0.6,0.4,0.7,1,7.2,1.1,4.5,1.2,1.9,2024-06-30
"Timmy Allen","Memphis Grizzlies","Rookie",28.3,95.9,9,1.9,3,1,0.3,0.9,1.3,8.3,1.4,3.8,1.7,2.2,2024-06-30
"Obi Toppin","Indiana Pacers","Vet",19.6,99.1,8.8,1.3,2.8,1,0.5,0.6,0.8,6.1,1.1,3.1,2.5,1.6,2024-06-30
"Sandro Mamukelashvili","San Antonio Spurs","Vet",21.2,96.3,8.8,1.9,3.8,2.2,0.5,0.5,0.9,6.9,1.7,2.2,2.7,1.6,2024-06-30
"Darius Bazley","Utah Jazz","Vet",27.4,95.5,8.8,1.4,4.1,1.3,1.1,0.8,1.2,6,2.2,1.6,2.9,1.5,2024-06-30
"Shai Gilgeous-Alexander","Oklahoma City Thunder","Vet",11,99.3,8.6,1.7,1.4,0.3,0.3,0.6,0.8,6.1,2.8,1.2,1.6,0.8,2024-06-30
"Trey Lyles","Sacramento Kings","Vet",23.4,96.1,8.6,1.4,4,1.2,0.4,0.5,0.9,6.6,1.5,4.2,1.6,1.7,2024-06-30
"Sam Hauser","Boston Celtics","Vet",21.4,94.6,8.6,1.1,2.7,0.4,0.3,0.5,0.5,7,0.3,6,0.4,1.2,2024-06-30
"Bojan Bogdanovic","New York Knicks","Vet",16.1,93.1,8.6,1,1.4,0.3,0.1,0.3,0.9,7.2,1.5,3.4,0.9,1.2,2024-06-30
"Reggie Jackson","Denver Nuggets","Vet",18.9,95.9,8.6,2.8,1.3,0.4,0.1,0.5,1.2,7.4,1,3,1.7,1.5,2024-06-30
"Chimezie Metu","Detroit Pistons","Vet",23.7,96.5,8.5,1.6,4.1,1.2,0.5,1,1.3,6.4,1.6,2,2.1,2.1,2024-06-30
"Aaron Wiggins","Oklahoma City Thunder","Vet",20.1,97.2,8.5,1.4,1.9,0.9,0.3,0.8,1,6.4,1.2,2.1,2.8,1.5,2024-06-30
"Kris Murray","Portland Trail Blazers","Rookie",28.6,97.8,8.5,1.8,3.1,1.8,0.4,1.1,1.2,7.5,1.2,3.5,2.4,2,2024-06-30
"Buddy Hield","Philadelphia 76ers","Vet",18.5,100.6,8.4,1.8,1.9,0.5,0.3,0.7,0.9,7.1,0.7,4.7,1.2,1.5,2024-06-30
"Markelle Fultz","Orlando Magic","Vet",20.9,95.6,8.4,2.8,1.9,1.2,0.3,1,1.2,7.5,1.2,0.4,2.8,1.7,2024-06-30
"Isaiah Hartenstein","New York Knicks","Vet",25.6,93.8,8.3,2.5,5.2,3,1,1.1,1.4,5.4,2.1,0.2,3.4,2.7,2024-06-30
"Jalen Williams","Oklahoma City Thunder","Sophomore",13.5,99,8.3,2,1.4,0.3,0.3,0.6,0.9,6.5,1.4,1.6,1.8,1.1,2024-06-30
"Omer Yurtseven","Utah Jazz","Vet",19.8,96.9,8.3,1,4.4,2.5,0.7,0.4,1.2,6.5,1.1,0.5,2.6,2,2024-06-30
"Davion Mitchell","Sacramento Kings","Vet",22.9,94.3,8.2,2.5,1.6,0.4,0.1,0.6,0.9,6.6,0.9,3.3,1.2,1.5,2024-06-30
"Moritz Wagner","Orlando Magic","Vet",14.1,94,8.1,1,2.3,1.1,0.2,0.4,0.9,5.5,2.1,1.2,3.2,1.7,2024-06-30
"Cade Cunningham","Detroit Pistons","Vet",11,98.4,8.1,2.4,1.3,0.2,0.1,0.3,1.1,6.5,1.5,1.8,1.4,0.8,2024-06-30
"Jose Alvarado","New Orleans Pelicans","Vet",21.1,95.9,8,2.3,1.9,0.5,0.2,1.1,0.9,6.7,0.9,4.2,1.1,1.8,2024-06-30
"Derrick Jones Jr.","Dallas Mavericks","Vet",23.8,98.1,8,1.1,2.3,1.1,0.6,0.7,0.8,5.8,1.7,2.7,2.4,1.6,2024-06-30
"Spencer Dinwiddie","Los Angeles Lakers","Vet",25.1,99.3,7.9,3.1,2.1,0.4,0.3,0.7,1,5.7,1.8,3.8,0.8,1.7,2024-06-30
"Chris Paul","Golden State Warriors","Vet",21.3,95.6,7.9,4.8,2.6,0.3,0.2,1,1.2,6.5,0.7,2.9,0.2,1.4,2024-06-30
"Javonte Green","Chicago Bulls","Vet",21.3,95.5,7.8,0.9,3.2,1.3,0.7,1,0.7,5.4,1.4,2.2,2.8,1.9,2024-06-30
"Nickeil Alexander-Walker","Minnesota Timberwolves","Vet",21.4,95.6,7.7,2,1.6,0.4,0.3,0.7,0.9,6.1,0.8,3.9,1,1.5,2024-06-30
"Isaac Okoro","Cleveland Cavaliers","Vet",23.9,95.3,7.7,1.4,1.8,0.7,0.4,0.8,0.7,5.8,1.6,2.8,2.3,2,2024-06-30
