"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"Brandin Podziemski","Golden State Warriors","Rookie",24.2,96.2,7.7,3.1,3.5,1.5,0.2,0.8,1.1,6.7,1,2.6,1.3,1.5,2024-06-30
"Dante Exum","Dallas Mavericks","Vet",23.6,97.5,7.6,3.1,2.5,0.6,0.2,0.6,1.1,5.7,1.2,2.5,2,1.8,2024-06-30
"Rayan Rupert","Portland Trail Blazers","Rookie",29.5,98.2,7.6,2.5,3.2,1,0.2,0.8,1.3,6.8,0.9,3.6,1.5,2.8,2024-06-30
"Gary Harris","Orlando Magic","Vet",27.9,94.4,7.5,1.7,1.7,0.5,0.3,1,0.6,6,0.8,4,0.9,1.8,2024-06-30
"Ochai Agbaji","Toronto Raptors","Sophomore",25.6,99.6,7.5,1.5,2.3,1.2,0.5,0.7,1.1,6.7,1.3,2.6,2.7,1.8,2024-06-30
"Stephen Curry","Golden State Warriors","Vet",10.2,99.3,7.4,1.6,1.2,0.2,0.1,0.3,0.8,6,1.2,3.4,0.7,0.5,2024-06-30
"Draymond Green","Golden State Warriors","Vet",25.8,99.6,7.4,5.4,5.3,1.4,0.8,1.1,2,6,1.2,1.9,2.1,2.7,2024-06-30
"Bruce Brown","Toronto Raptors","Vet",20.9,97.9,7.4,2,2.4,0.7,0.2,0.8,1.1,6,1.5,1.5,1.9,1.8,2024-06-30
"Nick Richards","Charlotte Hornets","Vet",21.3,93.8,7.3,0.7,4.4,2.1,0.8,0.3,0.8,4.6,2.3,0.1,3.3,2.2,2024-06-30
"Jalen Smith","Indiana Pacers","Vet",13.4,98.3,7.2,0.8,2.8,1.4,0.6,0.3,0.6,5.3,1.5,1.9,2.3,1.6,2024-06-30
"Jock Landale","Houston Rockets","Vet",18.6,97.6,7.1,1.4,2.5,2.2,0.7,0.4,0.9,5.3,2,0.7,2.7,2,2024-06-30
"Isaiah Joe","Oklahoma City Thunder","Vet",17.3,98.2,7,1.3,1.7,0.3,0.2,0.5,0.6,5.4,0.6,3.9,0.4,1,2024-06-30
"Paul Reed","Philadelphia 76ers","Vet",18.8,94.8,7,1.2,3.6,2.2,1,0.9,0.9,5.4,1.1,0.9,2.9,2.1,2024-06-30
"Eric Gordon","Phoenix Suns","Vet",20.2,96.7,7,1.3,1.3,0.3,0.3,0.6,0.7,5.6,0.8,3.9,1.1,1,2024-06-30
"Davis Bertans","Charlotte Hornets","Vet",18.4,94.4,7,0.9,1.6,0.3,0.3,0.5,0.4,5.9,0.6,5.2,0.3,1.5,2024-06-30
"Trendon Watford","Brooklyn Nets","Vet",14.4,95.2,7,1,2.2,0.8,0.3,0.4,0.9,5.4,1.6,1.4,2,1.6,2024-06-30
"Jaime Jaquez Jr.","Miami Heat","Rookie",18.1,94,6.9,1.6,1.8,0.7,0.2,0.7,0.9,5.4,1.3,1.6,1.7,1.5,2024-06-30
"Amir Coffey","Los Angeles Clippers","Vet",23.9,96.6,6.9,1.4,1.9,0.5,0.2,0.6,0.6,5.3,1,3,0.8,1.7,2024-06-30
"Dyson Daniels","New Orleans Pelicans","Sophomore",24.6,94.4,6.7,2.7,3,1,0.4,1.3,1.2,5.7,1.1,2.6,1.8,1.9,2024-06-30
"Aleksej Pokusevski","Charlotte Hornets","Vet",17.6,94.1,6.7,1.4,3,0.9,0.6,0.5,1,5.3,1.5,2.5,1.8,1,2024-06-30
"Christian Braun","Denver Nuggets","Sophomore",21,96.8,6.7,1.5,2.6,1,0.4,0.6,0.8,5.3,1.3,2.1,2.1,1.7,2024-06-30
"Duop Reath","Portland Trail Blazers","Rookie",14.3,95.6,6.6,0.8,1.9,1,0.4,0.4,0.6,5.4,1.1,2.6,1.5,1.9,2024-06-30
"James Wiseman","Detroit Pistons","Vet",16.6,96.6,6.6,0.9,3.4,1.6,0.5,0.2,1,4.5,1.4,0.1,2.4,2,2024-06-30
"Keon Ellis","Sacramento Kings","Sophomore",23.1,95.4,6.5,1.9,2.3,0.7,0.5,1.1,0.8,5,0.8,3.3,0.6,2.3,2024-06-30
"Kyle Anderson","Minnesota Timberwolves","Vet",21.1,94.1,6.5,3.8,2.6,0.8,0.5,0.9,1.2,5.5,1.4,0.4,1.2,1.5,2024-06-30
"Haywood Highsmith","Miami Heat","Vet",21.4,93.9,6.5,1.2,2.4,1,0.4,0.9,0.6,5.2,0.6,3.1,1.2,1.7,2024-06-30
"Moses Moody","Golden State Warriors","Vet",15.3,95.5,6.5,0.8,1.7,0.7,0.3,0.5,0.5,5.3,1,2.7,1.2,1.2,2024-06-30
"Taurean Prince","Los Angeles Lakers","Vet",19.4,99.9,6.5,1.1,2.1,0.3,0.3,0.6,0.8,5.1,0.7,3.1,0.8,1.5,2024-06-30
"Tristan Vukcevic","Washington Wizards","Rookie",15.4,99.1,6.5,1,2.5,0.9,0.6,0.4,0.8,5.2,1.3,2.5,1.8,2.1,2024-06-30
"Georges Niang","Cleveland Cavaliers","Vet",15.4,95.1,6.2,0.8,1.9,0.2,0.2,0.3,0.6,4.9,0.5,3.2,0.7,1.6,2024-06-30
"Cameron Johnson","Brooklyn Nets","Vet",14,95.2,6.1,1.1,1.7,0.4,0.1,0.5,0.5,5.1,0.9,3.2,0.9,1,2024-06-30
"Jaylen Nowell","Detroit Pistons","Vet",13.8,95.2,6,1.2,1.2,0.4,0.1,0.4,0.6,5.2,0.8,2,1.1,1.1,2024-06-30
"Blake Wesley","San Antonio Spurs","Sophomore",20.4,98.2,6,3.7,1.9,0.5,0.2,0.7,1.4,4.8,1.6,1.3,2.2,1.9,2024-06-30
"Cameron Payne","Philadelphia 76ers","Vet",13.1,96.2,5.9,2,1,0.2,0.1,0.4,0.9,5.2,0.7,2.9,0.9,1.3,2024-06-30
"Malachi Flynn","Detroit Pistons","Vet",11.8,95.5,5.9,1.7,1.3,0.2,0.1,0.5,0.9,5.2,1.1,2.7,1,0.9,2024-06-30
"Bruno Fernando","Atlanta Hawks","Vet",15.3,96.1,5.8,1.2,3,1.7,0.8,0.5,1.1,4.1,1.8,0.1,2.8,2.3,2024-06-30
"Peyton Watson","Denver Nuggets","Sophomore",17,95.3,5.8,1,2.3,0.7,0.9,0.5,0.7,4.8,1.2,1.4,1.8,1.7,2024-06-30
"Larry Nance Jr.","New Orleans Pelicans","Vet",21.8,94.7,5.7,2.1,3.8,1.7,0.4,1,0.9,4.1,1.1,1,2,1.8,2024-06-30
"Ben Sheppard","Indiana Pacers","Rookie",19,98.3,5.7,1.1,1.7,0.4,0.1,0.7,0.5,4.9,0.7,3.1,1,1.9,2024-06-30
"Royce O'Neale","Phoenix Suns","Vet",18,96.3,5.6,1.6,2.8,0.6,0.3,0.6,0.7,4.8,0.3,3.7,0.6,1.6,2024-06-30
"Cason Wallace","Oklahoma City Thunder","Rookie",17.5,97.1,5.6,1.2,1.4,0.6,0.3,0.8,0.6,4.6,0.5,2.4,1,1.3,2024-06-30
"Jeff Green","Houston Rockets","Vet",14.7,96.6,5.6,0.8,1.5,0.4,0.3,0.3,0.5,4.6,1.2,2.4,0.9,1.1,2024-06-30
"Troy Brown Jr.","Detroit Pistons","Vet",19,98,5.5,1.3,2.6,0.6,0.1,0.6,0.6,4.9,0.7,3.1,0.9,1,2024-06-30
"Pat Connaughton","Milwaukee Bucks","Vet",21.1,96.5,5.4,1.9,2.3,0.6,0.2,0.6,0.7,4.1,0.6,3.1,0.9,1.2,2024-06-30
"Jared Butler","Washington Wizards","Vet",13.8,97.3,5.4,2.7,1.2,0.3,0.2,0.6,1.1,4.5,0.8,1.8,1.2,1.3,2024-06-30
"Garrison Mathews","Atlanta Hawks","Vet",15.5,98.3,5.4,0.6,1.3,0.3,0.1,0.4,0.4,3.7,0.9,3,0.3,1.7,2024-06-30
"Jonathan Isaac","Orlando Magic","Vet",13.1,93.9,5.3,0.5,2.5,1.1,0.9,0.6,0.4,3.8,1,1.6,1.6,1,2024-06-30
"Monte Morris","Minnesota Timberwolves","Vet",15.8,95.5,5.3,2.2,1.5,0.2,0.2,0.5,0.4,4.5,0.6,2.2,0.5,0.7,2024-06-30
"Jaxson Hayes","Los Angeles Lakers","Vet",15.5,99.3,5.3,0.7,2.6,1.4,0.5,0.5,0.7,3.2,1.6,0.1,2.5,2,2024-06-30
"Kenrich Williams","Oklahoma City Thunder","Vet",16.3,96,5.1,1.1,2.1,1,0.2,0.6,0.5,4.4,0.3,2.2,1.3,1.6,2024-06-30
"Aaron Holiday","Houston Rockets","Vet",12.6,96.9,4.8,1.4,1,0.2,0.1,0.5,0.5,3.9,0.6,2.1,0.6,1.2,2024-06-30
"Nicolas Batum","Philadelphia 76ers","Vet",22.8,95.2,4.8,1.6,2.8,0.9,0.5,0.8,0.6,3.9,0.3,3,0.5,1.5,2024-06-30
"Kevin Love","Miami Heat","Vet",9.6,95.6,4.6,1.1,2.5,0.6,0.2,0.2,0.6,3.7,1,2.4,0.5,1,2024-06-30
"Noah Clowney","Brooklyn Nets","Rookie",13.6,95.2,4.6,0.6,2.3,1,0.4,0.3,0.6,3.3,1.1,1.2,1.5,1.3,2024-06-30
"Kira Lewis Jr.","Utah Jazz","Vet",12.2,97.4,4.6,1.7,1,0.4,0.1,0.5,0.7,3.9,0.8,1.4,1.1,0.8,2024-06-30
"Tobias Harris","Philadelphia 76ers","Vet",9.1,95.2,4.5,0.8,1.5,0.3,0.2,0.3,0.4,3.7,0.7,1.2,0.8,0.5,2024-06-30
"Kenyon Martin Jr.","Philadelphia 76ers","Vet",14.1,95.6,4.5,0.9,1.8,0.9,0.3,0.3,0.6,3.2,0.9,0.5,2.2,1.6,2024-06-30
"Kobe Bufkin","Atlanta Hawks","Rookie",10.6,96.4,4.2,1.5,1.2,0.2,0.2,0.4,0.6,4.2,0.5,2.1,0.5,1,2024-06-30
"Justin Minaya","Portland Trail Blazers","Sophomore",17.5,94.6,4.2,1,1.7,0.9,0.5,0.5,0.6,3.3,0.6,2.4,1,1.6,2024-06-30
"Joe Ingles","Orlando Magic","Vet",18,94,4.2,2.7,1.8,0.3,0.1,0.6,0.9,3.2,0.3,2.5,0.2,1.3,2024-06-30
"Drew Eubanks","Phoenix Suns","Vet",14.3,94.7,4.2,0.7,2.7,1.4,0.7,0.4,0.7,2.8,1.1,0.1,1.7,1.5,2024-06-30
"Micah Potter","Utah Jazz","Vet",14.9,95.4,4.2,0.6,2.4,1.1,0.4,0.4,0.5,3.2,0.7,1.5,1,1.2,2024-06-30
"Precious Achiuwa","New York Knicks","Vet",13.1,92,4.1,0.7,2.3,1.6,0.5,0.4,0.6,3.1,0.9,0.5,1.9,1.3,2024-06-30
"Vit Krejci","Atlanta Hawks","Vet",17.3,96.1,4.1,1.4,1.5,0.4,0.2,0.5,0.5,3.2,0.4,2.1,0.4,1.6,2024-06-30
"Patrick Baldwin Jr.","Washington Wizards","Sophomore",12.6,99.4,4.1,0.7,2.4,0.4,0.4,0.4,0.5,3.7,0.7,2.4,0.9,1.4,2024-06-30
"Donovan Mitchell","Cleveland Cavaliers","Vet",6.5,96.2,4,1,0.7,0.1,0.1,0.3,0.5,3.1,0.9,1.5,0.6,0.4,2024-06-30
"Gary Payton II","Golden State Warriors","Vet",12.5,96.2,4,0.9,1.3,1,0.3,0.7,0.5,2.8,0.5,0.7,1.4,1.5,2024-06-30
"Bol Bol","Phoenix Suns","Vet",9.7,95.6,3.9,0.4,2.1,0.6,0.5,0.2,0.4,3,0.4,1.2,0.6,0.8,2024-06-30
"Maxi Kleber","Dallas Mavericks","Vet",20,97.6,3.9,1.4,2.6,0.7,0.6,0.4,0.6,3.1,0.9,2,0.6,1.9,2024-06-30
"Lonnie Walker IV","Brooklyn Nets","Vet",8.1,95.7,3.9,0.5,0.8,0.1,0.1,0.2,0.3,3.6,0.4,2,0.6,0.6,2024-06-30
"Jaden Hardy","Dallas Mavericks","Sophomore",7.3,97.9,3.9,0.7,0.8,0.2,0,0.2,0.4,3.4,0.6,1.5,0.6,0.6,2024-06-30
"Jordan McLaughlin","Minnesota Timberwolves","Vet",13.3,94.5,3.8,2.1,1.2,0.3,0.1,0.7,0.5,2.9,0.3,2.1,0.4,0.7,2024-06-30
"Javon Freeman-Liberty","Toronto Raptors","Rookie",10.4,98.6,3.8,1,1.3,0.3,0.1,0.4,0.7,3.2,0.9,1,1.2,0.9,2024-06-30
"Day'Ron Sharpe","Brooklyn Nets","Vet",8.9,95.1,3.7,0.8,2,1.2,0.4,0.3,0.7,2.7,1.1,0.2,2,1.2,2024-06-30
"Eugene Omoruyi","Washington Wizards","Vet",9.8,101,3.7,0.7,1.3,0.8,0.1,0.5,0.4,3.2,1,0.9,1.5,1.4,2024-06-30
"De'Anthony Melton","Philadelphia 76ers","Vet",9.1,96.7,3.6,0.9,1,0.3,0.2,0.5,0.5,3.2,0.5,2.1,0.6,0.8,2024-06-30
"Mason Plumlee","Los Angeles Clippers","Vet",10.7,95.7,3.6,0.9,2.5,1.1,0.3,0.3,0.6,2.3,1.4,0.1,1.7,1.3,2024-06-30
"Torrey Craig","Chicago Bulls","Vet",13.1,94.9,3.6,0.7,1.6,0.8,0.3,0.4,0.4,3,0.3,2.2,0.6,1.4,2024-06-30
"Luke Kornet","Boston Celtics","Vet",12.4,92.2,3.5,0.7,1.8,1.4,0.7,0.3,0.3,2.3,0.6,0.1,1.9,1.1,2024-06-30
"Jalen Wilson","Brooklyn Nets","Rookie",11.2,93.6,3.5,0.7,1.4,0.6,0.1,0.3,0.4,2.9,0.6,1.2,0.6,0.8,2024-06-30
"Mitchell Robinson","New York Knicks","Vet",13.7,93.9,3.4,0.5,2.3,2,0.8,0.5,0.5,2.5,1.4,0.1,2.3,1.3,2024-06-30
"Xavier Tillman","Boston Celtics","Vet",12.1,92.3,3.4,0.8,1.9,0.8,0.4,0.6,0.4,2.9,0.5,1,1.1,1,2024-06-30
"Sasha Vezenkov","Sacramento Kings","Rookie",8.3,96.6,3.4,0.5,1.1,0.4,0.1,0.3,0.3,2.9,0.3,1.9,0.6,0.7,2024-06-30
"Colby Jones","Sacramento Kings","Rookie",9.8,95.5,3.4,1,1.2,0.5,0.2,0.4,0.6,3.3,0.5,1.2,0.9,1.2,2024-06-30
"Dalen Terry","Chicago Bulls","Sophomore",12.6,95.2,3.3,1.3,1.5,0.6,0.3,0.5,0.5,2.7,0.7,1.3,1.1,1.4,2024-06-30
"Mo Bamba","Philadelphia 76ers","Vet",10.3,94.5,3.3,0.5,2.3,0.9,0.8,0.3,0.5,2.5,0.6,1,1.1,1.5,2024-06-30
"Jae Crowder","Milwaukee Bucks","Vet",12.7,97.3,3.2,0.7,1.5,0.4,0.1,0.5,0.3,2.8,0.3,1.6,0.3,0.9,2024-06-30
"Justin Holiday","Denver Nuggets","Vet",13,95.7,3.2,0.9,1,0.2,0.2,0.4,0.3,2.8,0.2,1.9,0.4,1.1,2024-06-30
"Talen Horton-Tucker","Utah Jazz","Vet",5.8,97.9,3.1,0.9,0.6,0.1,0.1,0.2,0.4,2.6,0.7,1.1,0.6,0.5,2024-06-30
"Jaylin Williams","Oklahoma City Thunder","Sophomore",10,96.3,2.9,1.2,2,0.5,0.3,0.3,0.5,2.3,0.5,1.5,0.5,1,2024-06-30
"A.J. Green","Milwaukee Bucks","Sophomore",7.8,94.5,2.8,0.4,0.7,0.1,0.1,0.2,0.2,2.3,0.2,2,0.1,0.6,2024-06-30
"Jared Rhoden","Detroit Pistons","Sophomore",9,95.6,2.7,0.6,1.1,0.2,0.2,0.3,0.3,2.3,0.5,0.9,0.5,1.1,2024-06-30
"Luka Samanic","Utah Jazz","Vet",6.7,99.2,2.7,0.3,1.3,0.3,0.2,0.2,0.4,2.2,0.7,1,0.6,0.7,2024-06-30
"Justin Champagnie","Washington Wizards","Vet",7.9,99.2,2.6,0.6,1,0.5,0.2,0.3,0.4,2.2,0.4,1.4,0.6,0.7,2024-06-30
"Ricky Council IV","Philadelphia 76ers","Rookie",5.2,96.5,2.6,0.3,0.5,0.3,0,0.2,0.2,1.8,0.8,0.6,0.7,0.4,2024-06-30
"Anthony Gill","Washington Wizards","Vet",7.3,97.7,2.6,0.4,0.8,0.5,0.1,0.2,0.3,2.2,0.6,0.5,1,0.8,2024-06-30
"Reggie Bullock","Houston Rockets","Vet",11.4,96.5,2.6,0.5,1.5,0.2,0.1,0.3,0.2,2.2,0.1,1.9,0.1,0.8,2024-06-30
"Sam Merrill","Cleveland Cavaliers","Vet",6.4,94.1,2.5,0.6,0.6,0.1,0,0.2,0.2,2.1,0.2,2,0.1,0.4,2024-06-30
"Marcus Morris Sr.","Cleveland Cavaliers","Vet",6.7,95.8,2.5,0.4,0.9,0.2,0.1,0.2,0.3,2.1,0.3,1,0.2,0.6,2024-06-30
"Kevon Looney","Golden State Warriors","Vet",8.8,95.3,2.4,0.8,2,1.2,0.2,0.2,0.3,1.8,0.6,0,1,1.2,2024-06-30
"Lindy Waters III","Oklahoma City Thunder","Vet",5.9,97.2,2.4,0.4,0.7,0.2,0.1,0.2,0.2,2.1,0.2,1.5,0.3,0.5,2024-06-30
"Svi Mykhailiuk","Boston Celtics","Vet",6.6,94,2.4,0.6,0.6,0.2,0,0.2,0.3,2,0.2,1.6,0.3,0.4,2024-06-30
"Garrett Temple","Toronto Raptors","Vet",9,97.3,2.4,0.6,0.9,0.3,0.2,0.3,0.3,2.1,0.3,1.3,0.7,0.9,2024-06-30
"Alex Len","Sacramento Kings","Vet",8.8,96.4,2.3,0.7,1.7,0.9,0.6,0.2,0.5,1.6,0.6,0.1,0.9,1.3,2024-06-30
"Richaun Holmes","Washington Wizards","Vet",6.6,98.7,2.3,0.3,1.3,0.8,0.2,0.1,0.3,1.7,0.5,0,1,0.9,2024-06-30
"Luka Garza","Minnesota Timberwolves","Vet",3.6,98.1,2.3,0.2,0.5,0.4,0.1,0.1,0.2,1.9,0.6,1,0.5,0.6,2024-06-30
"Kessler Edwards","Sacramento Kings","Vet",6.3,94.4,2.3,0.4,0.8,0.2,0.1,0.2,0.2,1.9,0.3,1.4,0.4,0.6,2024-06-30
"Joel Embiid","Philadelphia 76ers","Vet",2.8,96.9,2.2,0.4,0.7,0.2,0.1,0.1,0.3,1.7,0.7,0.3,0.4,0.2,2024-06-30
"Oshae Brissett","Boston Celtics","Vet",7.2,95.1,2.2,0.5,1,0.6,0.1,0.2,0.2,1.6,0.8,0.6,0.7,0.7,2024-06-30
"Ben Simmons","Brooklyn Nets","Vet",8,98.1,2.1,1.7,1.7,0.6,0.2,0.4,0.7,1.7,0.5,0.1,1,1,2024-06-30
"Cam Reddish","Los Angeles Lakers","Vet",8,98.9,2.1,0.3,0.6,0.2,0.1,0.4,0.2,1.7,0.4,0.9,0.5,0.6,2024-06-30
"Jalen McDaniels","Toronto Raptors","Vet",6.1,98.4,2.1,0.4,0.8,0.2,0.1,0.2,0.4,2,0.4,0.5,0.6,0.6,2024-06-30
"Max Christie","Los Angeles Lakers","Sophomore",6.7,98.5,2.1,0.4,0.8,0.1,0.1,0.2,0.3,1.8,0.4,0.9,0.4,0.4,2024-06-30
"Onuralp Bitim","Chicago Bulls","Rookie",6.2,94.9,2,0.4,0.6,0.2,0.1,0.2,0.2,1.8,0.2,0.9,0.4,0.6,2024-06-30
"Dean Wade","Cleveland Cavaliers","Vet",7.8,94.8,1.9,0.3,1.2,0.2,0.2,0.3,0.2,1.6,0.2,1.5,0.1,0.7,2024-06-30
"Chris Duarte","Sacramento Kings","Vet",5.4,94.9,1.9,0.3,0.6,0.2,0.1,0.2,0.2,1.7,0.3,1.1,0.3,0.5,2024-06-30
"P.J. Tucker","Los Angeles Clippers","Vet",11.2,94.1,1.9,0.5,1.2,0.7,0.2,0.3,0.3,1.5,0.1,0.9,0.2,1.3,2024-06-30
"Zeke Nnaji","Denver Nuggets","Vet",6,94.3,1.9,0.3,0.8,0.6,0.4,0.2,0.3,1.5,0.6,0.3,0.9,0.9,2024-06-30
"Jeff Dowtin","Philadelphia 76ers","Vet",5.8,94.5,1.8,0.8,0.6,0.2,0.1,0.2,0.3,1.4,0.2,0.8,0.3,0.3,2024-06-30
"Ashton Hagans","Portland Trail Blazers","Vet",5.7,95.1,1.7,0.9,0.6,0.2,0.1,0.2,0.5,1.3,0.3,0.5,0.4,0.7,2024-06-30
"Gabe Vincent","Los Angeles Lakers","Vet",5.9,100,1.7,0.6,0.4,0.1,0,0.2,0.3,1.5,0.2,0.7,0.2,0.6,2024-06-30
"Brandon Boston Jr.","Los Angeles Clippers","Vet",3.4,94.4,1.7,0.2,0.3,0.1,0.1,0.1,0.2,1.5,0.4,0.4,0.4,0.3,2024-06-30
"Malik Williams","Toronto Raptors","Rookie",5.8,97.6,1.7,0.2,0.9,0.5,0.3,0.1,0.2,1.3,0.3,0.4,0.4,0.8,2024-06-30
"T.J. Warren","Minnesota Timberwolves","Vet",4.2,98.1,1.6,0.2,0.6,0.2,0.1,0.1,0.1,1.4,0.2,0.4,0.3,0.4,2024-06-30
"Johnny Davis","Washington Wizards","Sophomore",7,100.1,1.6,0.4,0.7,0.2,0.1,0.2,0.2,1.5,0.2,0.4,0.5,0.6,2024-06-30
"Sidy Cissoko","San Antonio Spurs","Rookie",5.2,98.4,1.6,0.3,0.7,0.3,0.1,0.2,0.2,1.3,0.4,0.5,0.4,0.5,2024-06-30
"Jayson Tatum","Boston Celtics","Vet",2,94.8,1.5,0.3,0.4,0.1,0,0.1,0.1,1.1,0.4,0.4,0.3,0.1,2024-06-30
"AJ Lawson","Dallas Mavericks","Sophomore",3.3,97.9,1.5,0.2,0.4,0.2,0,0.1,0.2,1.4,0.3,0.4,0.5,0.3,2024-06-30
"Isaiah Jackson","Indiana Pacers","Vet",2.9,98.4,1.3,0.2,0.5,0.4,0.2,0.1,0.2,0.8,0.4,0,0.6,0.5,2024-06-30
"Duane Washington Jr.","New York Knicks","Vet",2.6,96.7,1.3,0.3,0.2,0,0,0.1,0.2,1.1,0.2,0.5,0.3,0.2,2024-06-30
"Mouhamadou Gueye","Toronto Raptors","Rookie",4,97.7,1.3,0.2,0.5,0.4,0.3,0.1,0.3,1.1,0.4,0.2,0.6,0.5,2024-06-30
"Jeenathan Williams","Houston Rockets","Sophomore",2.7,96.4,1.2,0.2,0.3,0.2,0,0.1,0.1,1,0.2,0.1,0.4,0.3,2024-06-30
"Buddy Boeheim","Detroit Pistons","Sophomore",3.4,97.7,1.2,0.2,0.4,0.1,0,0.1,0.1,1.1,0.2,0.9,0.1,0.3,2024-06-30
"JaVale McGee","Sacramento Kings","Vet",2.5,96.6,1.2,0.1,0.6,0.3,0.2,0.1,0.2,0.9,0.3,0.1,0.5,0.4,2024-06-30
"Jamaree Bouyea","San Antonio Spurs","Sophomore",3.6,95.9,1.2,0.4,0.4,0.1,0,0.1,0.2,1.2,0.2,0.5,0.3,0.3,2024-06-30
"Nate Hinton","Houston Rockets","Vet",2.4,98.7,1.1,0.2,0.3,0.1,0,0.1,0.1,0.9,0.2,0.5,0.3,0.3,2024-06-30
"Anthony Black","Orlando Magic","Rookie",3.8,94,1.1,0.3,0.4,0.1,0.1,0.1,0.2,0.9,0.3,0.4,0.3,0.4,2024-06-30
"Goga Bitadze","Orlando Magic","Vet",3,93.3,1,0.2,0.5,0.3,0.2,0.1,0.2,0.7,0.3,0.1,0.5,0.4,2024-06-30
"Josh Minott","Minnesota Timberwolves","Sophomore",2.3,98.9,1,0.2,0.4,0.1,0.1,0.1,0.1,0.8,0.2,0.2,0.3,0.3,2024-06-30
"Jeremiah Robinson-Earl","New Orleans Pelicans","Vet",3,96,1,0.2,0.5,0.2,0,0.1,0.1,0.9,0.2,0.4,0.3,0.2,2024-06-30
"David Duke Jr.","San Antonio Spurs","Vet",2.7,96.5,1,0.2,0.3,0.1,0,0.1,0.1,0.9,0.2,0.3,0.3,0.3,2024-06-30
"Alec Burks","New York Knicks","Vet",2,92.1,1,0.1,0.2,0,0,0.1,0.1,0.9,0.2,0.5,0.1,0.1,2024-06-30
"Nah'Shon Hyland","Los Angeles Clippers","Vet",1.8,94.2,0.9,0.3,0.2,0,0,0.1,0.1,0.8,0.1,0.4,0.1,0.2,2024-06-30
"Josh Okogie","Phoenix Suns","Vet",2.9,95.7,0.8,0.2,0.3,0.2,0.1,0.1,0.1,0.6,0.3,0.3,0.2,0.2,2024-06-30
"Udoka Azubuike","Phoenix Suns","Vet",2.4,96.6,0.8,0.1,0.5,0.2,0.1,0,0.1,0.6,0.2,0.1,0.3,0.3,2024-06-30
"Colin Castleton","Los Angeles Lakers","Rookie",2.3,94.6,0.8,0.1,0.3,0.2,0.1,0.1,0.1,0.6,0.2,0.1,0.3,0.3,2024-06-30
"Jaden Springer","Boston Celtics","Vet",2.1,93.6,0.7,0.2,0.2,0.1,0.1,0.1,0.1,0.6,0.2,0.2,0.2,0.3,2024-06-30
"E.J. Liddell","New Orleans Pelicans","Sophomore",1.9,96.3,0.7,0.1,0.3,0.1,0,0.1,0.1,0.6,0.2,0.3,0.2,0.2,2024-06-30
"Jarace Walker","Indiana Pacers","Rookie",2,98.9,0.7,0.2,0.3,0.1,0.1,0.1,0.1,0.6,0.1,0.3,0.1,0.2,2024-06-30
"Keon Johnson","Brooklyn Nets","Vet",1.4,95.7,0.7,0.2,0.1,0,0,0.1,0.1,0.6,0.2,0.2,0.1,0.1,2024-06-30
"Gui Santos","Golden State Warriors","Rookie",2.1,96.4,0.7,0.1,0.3,0.1,0,0.1,0.1,0.6,0.1,0.3,0.2,0.2,2024-06-30
"RaiQuan Gray","San Antonio Spurs","Sophomore",1.9,96.3,0.7,0.2,0.3,0.1,0,0.1,0.1,0.6,0.1,0.3,0.2,0.2,2024-06-30
"Maxwell Lewis","Los Angeles Lakers","Rookie",2.5,93.9,0.7,0.1,0.2,0.1,0,0.1,0.1,0.7,0.1,0.3,0.2,0.2,2024-06-30
"Taj Gibson","Detroit Pistons","Vet",3,95.5,0.7,0.2,0.4,0.2,0.1,0.1,0.1,0.6,0.1,0.3,0.1,0.5,2024-06-30
"Jordan Hawkins","New Orleans Pelicans","Rookie",1.6,95.7,0.7,0.1,0.2,0,0,0,0.1,0.6,0.1,0.4,0.1,0.1,2024-06-30
"Matt Ryan","New Orleans Pelicans","Vet",1.8,97.2,0.7,0.1,0.2,0,0,0,0.1,0.6,0.1,0.4,0,0.1,2024-06-30
"Nick Smith Jr.","Charlotte Hornets","Rookie",1.7,93.8,0.7,0.1,0.1,0,0,0,0.1,0.7,0.1,0.3,0.1,0.1,2024-06-30
"Jacob Gilyard","Brooklyn Nets","Sophomore",2.2,94.8,0.6,0.4,0.1,0,0,0.1,0.1,0.5,0,0.4,0,0.1,2024-06-30
"Jevon Carter","Chicago Bulls","Vet",1.8,95.3,0.6,0.1,0.1,0,0,0.1,0.1,0.6,0,0.4,0,0.1,2024-06-30
"Leonard Miller","Minnesota Timberwolves","Rookie",1.5,97.9,0.6,0.1,0.3,0.1,0,0,0.1,0.5,0.1,0.1,0.2,0.2,2024-06-30
"Ty Jerome","Cleveland Cavaliers","Vet",1.8,96.5,0.6,0.2,0.2,0,0,0.1,0.1,0.5,0.1,0.2,0.1,0.2,2024-06-30
"Braxton Key","Denver Nuggets","Vet",1.6,95.9,0.6,0.1,0.3,0.1,0,0.1,0.1,0.5,0.1,0.2,0.2,0.2,2024-06-30
"Lester Quinones","Golden State Warriors","Sophomore",1.4,95.8,0.6,0.1,0.2,0.1,0,0,0.1,0.5,0.1,0.3,0.1,0.1,2024-06-30
"Nassir Little","Phoenix Suns","Vet",1.7,95.8,0.6,0.1,0.2,0.1,0,0,0.1,0.5,0.1,0.3,0.1,0.1,2024-06-30
